 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
AGBI,201,General Biochemistry,60203,Z1,L,C,25,17,09:00,12:00,M T  R F   ,HILLS,234,Currier,3
AGBI,202,General Biochemistry Lab,60206,Z1,B,C,14,9,12:30,16:00, T  R    ,HILLS,128,Jurkiewicz,1
AIS,095,Pol & Cult Geog of India,60043,OL1,L,C,20,7,TBA,,       ,ONLINE,SEE NOTES,Bose,3
AIS,095,Canada,60041,Z1,L,C,25,1,17:00,20:30,M  W R    ,LAFAYE,L403,Deslaurier,3
AIS,197,Readings & Research,60767,Z1,T,C,1,1,TBA,,       ,,,Gordon,3
AIS,295,Costa Rica for Educators,60666,TR2,L,C,20,4,09:30,12:30,       ,,,Carvellas,3
ANFS,491,Doctoral Dissertation,60137,A,T,M,10,3,TBA,,       ,,,Harvey-Ber,1 to 18
ANNB,201,Human Gross Anatomy,60079,Z1,L,C,54,46,09:00,16:00, T  R    ,,,Mawe,5
ANNB,301,Medical Gross Anatomy,60163,Z1,L,C,50,23,08:00,17:00,M T W R F   ,HSRF,400,Ezerman,8
ANNB,391,Master's Thesis Research,60165,A,T,M,10,0,TBA,,       ,,,Forehand,1 to 18
ANNB,491,Doctoral Dissertation Research,60166,A,T,M,10,1,TBA,,       ,,,Forehand,1 to 18
ANTH,021,D2: Human Cultures,60412,Z2,L,C,25,14,10:00,13:10,M  W  F   ,LAFAYE,L308,Holly,3
ANTH,021,D2: Human Cultures,60413,Z3,L,C,20,16,13:15,16:30,M  W     ,LAFAYE,L308,Ziegler-Ot,3
ANTH,024,D2: Prehistoric Archaeology,60414,Z1,L,C,20,4,09:00,11:30,M T W R    ,KALKIN,325,Wesson,3
ANTH,028,D2: Linguistic Anthropology,60415,OL1,L,C,20,17,TBA,,       ,ONLINE,SEE NOTES,Dickinson,3
ANTH,064,D1:Native Americans of Vermont,60427,Z1,L,C,20,8,17:30,19:15,M T W R    ,LAFAYE,L308,Roy,3
ANTH,095,Islam & Cultural Diversity,60416,OL1,L,C,20,19,TBA,,       ,ONLINE,SEE NOTES,Steinberg,3
ANTH,095,Language and the Mind,60417,OL2,L,C,20,18,TBA,,       ,ONLINE,SEE NOTES,Manetta,3
ANTH,095,Business Anthropology,60418,OL3,L,C,20,5,TBA,,       ,ONLINE,SEE NOTES,Dickinson,3
ANTH,095,Human Sexuality & Cultures,60419,Z1,L,C,20,9,13:15,15:30,  W     ,LAFAYE,L400,Torrence,3
ANTH,195,Anthropology of Cycle Sport,60421,OL1,L,C,20,17,TBA,,       ,ONLINE,SEE NOTES,Gilley,3
ANTH,195,Gender in the Middle East,60422,OL2,L,C,20,15,TBA,,       ,ONLINE,SEE NOTES,Smith,3
ANTH,195,Archaeology of the Americas,60594,OL3,L,C,25,6,TBA,,       ,ONLINE,SEE NOTES,Van Keuren,3
ANTH,195,Colonial Vermont,60420,Z1,L,C,20,6,13:00,16:30, T  R    ,OMANEX,A200,Torrence,3
ANTH,197,Readings & Research,60766,Z1,I,C,10,0,TBA,,       ,,,Gordon,1 to 6
ANTH,197,Readings & Research,60793,Z2,I,C,10,0,TBA,,       ,,,Dickinson,1
ANTH,201,Practicum & Internship,60782,Z1,I,C,1,1,TBA,,       ,,,Wesson,6
ARTH,005,Western Art:Ancient - Medieval,60082,Z1,L,C,25,15,17:00,20:30,M T W R    ,OMANEX,A200,Mierse,3
ARTH,170,Modern Sculpture,60068,Z1,L,C,25,5,13:15,17:00, T  R    ,WILLMS,402,Stone,3
ARTS,001,Drawing,60366,Z1,O,C,18,15,09:00,12:30,M T W R    ,WILLMS,305,Fry,3
ARTS,002,Two-Dimensional Studies,60348,Z2,O,C,18,9,09:00,12:30,M T W R    ,WILLMS,305,Haggart,3
ARTS,003,Three-Dimensional Studies,60094,Z1,O,C,14,7,13:00,17:00,M T W R    ,WILLMS,206,McDevitt,3
ARTS,095,Jewlery Perspectives,60827,WD,O,C,1,1,13:00,17:00,       ,,,,3
ARTS,095,Jewlery Perspectives,60362,Z2,O,C,12,9,09:00,13:00,M T W R F   ,WILLMS,202,Peters,3
ARTS,114,Clay: Wheel Throwing,60333,Z1,O,C,15,12,09:00,12:15,M T W R    ,ONCMP,SEE NOTES,Carter,3
ARTS,121,Painting,60340,Z1,O,C,15,11,09:00,14:00,M T W R    ,WILLMS,213,Davis,3
ARTS,137,Photography,60347,Z1,O,C,10,4,09:20,13:00,M T W R F   ,WILLMS,415,Krajnak,3
ARTS,138,Color Photography,60508,Z1,O,C,10,6,13:00,16:30,M T W R    ,WILLMS,415,Brennan,3
ARTS,141,Sculpture,60819,WD,O,C,1,1,13:00,16:30,       ,,,,3  
ARTS,141,Sculpture,60352,Z1,O,C,14,11,09:00,12:30,M T W R    ,WILLMS,206,Fry,3
ARTS,195,Clay: Raku,60357,Z1,O,C,15,14,09:00,12:15,M T W R    ,ONCMP,SEE NOTES,Carter,3
