 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
"ALAN","051","D1:Intr ALANA US Ethnic Stdies","90324","A","LEC","M","98","97","14:30","15:45"," T  R    ","L/L CM","315","Diouf, Moustapha ","3"
"ANFS","395","Doctoral Seminar","93354","A","LEC","M","50","6","11:45","13:40","  W     ","TERRIL","108","Pintauro, Stephen J.","1 to 4"
"ANFS","395","Doctoral Seminar","93355","B","LEC","M","50","8","11:45","13:40","    F   ","TERRIL","108","Kerr, David E.","1 to 4"
"ANFS","395","Research Methods","93356","C","LEC","M","33","9","12:50","15:50","M       ","HILLS","234","Pintauro, Stephen J.","1 to 4"
"ANFS","491","Doctoral Dissertation","90038","A","TD","M","20","17","TBA","","       ","","","Harvey-Berino, Jean Ruth","1 to 18"
"ANNB","197","Undergrad Research","90074","A","RSCH","M","10","0","TBA","","       ","","","Forehand, Cynthia J.","1 to 6"
"ANNB","261","Neurobiology","91670","A","LEC","M","5","2","11:30","12:45"," T  R    ","DEWEY","314","Delay, Eugene Raymond","3"
"ANNB","320","Developmental Neurobiology","93918","A","LEC","M","12","7","14:00","15:30"," T  R    ","GIVN C","C447","Nishi, Rae ","3"
"ANNB","381","Sem in Anatomy & Neurobiology","90075","A","SEM","M","50","13","12:15","13:15","  W     ","HSRF","400","Nishi, Rae ","1"
"ANNB","491","Doctoral Dissertation Research","90076","A","TD","M","20","0","TBA","","       ","","","Forehand, Cynthia J.","1 to 18"
"ANPS","019","Ugr Hum Anatomy & Physiology","90034","A","LCLB","M","230","228","18:15","21:15","M       ","ONCMP","SEE NOTES","Black, Ellen Elizabeth","4"
"ANPS","019","Ugr Hum Anatomy & Physiology","93249","B","LCLB","M","175","80","18:15","21:15","M       ","ONCMP","SEE NOTES","Black, Ellen Elizabeth","4"
"ANPS","019","Ugr Hum Anatomy & Physiology","94408","ZR1","LCLB","C","20","17","18:15","21:15","M       ","ONCMP","SEE NOTES","Black, Ellen Elizabeth","4"
"ANPS","019","Ugr Hum Anatomy & Physiology","94409","ZR2","LCLB","C","15","15","18:15","21:15","M       ","ONCMP","SEE NOTES","Black, Ellen Elizabeth","4"
"ANTH","021","D2: Human Cultures","93611","A","LEC","M","169","163","09:35","10:25","M  W  F   ","FLEMIN","101","Gordon, Robert James","3"
"ANTH","021","D2: Human Cultures","93612","B","LEC","M","279","272","16:05","17:20","M  W     ","BLLNGS","LH","Dickinson, Jennifer A.","3"
"ANTH","021","D2: Human Cultures","93614","C","LEC","M","146","137","14:30","15:45"," T  R    ","WILLMS","301","Shea, Jeanne Laraine","3"
"ANTH","021","D2: Human Cultures","93613","ZR1","LEC","C","18","14","16:05","17:20","M  W     ","BLLNGS","LH","Dickinson, Jennifer A.","3"
"ANTH","021","D2: Human Cultures","94091","ZR2","LEC","C","6","5","09:35","10:25","M  W  F   ","FLEMIN","101","Gordon, Robert James","3"
"ANTH","021","D2: Human Cultures","94092","ZR3","LEC","C","9","9","14:30","15:45"," T  R    ","WILLMS","301","Shea, Jeanne Laraine","3"
"ANTH","023","TAP: Anthro Third World Dev","93615","A","SEM","M","22","22","15:00","15:50","M  W  F   ","WILLMS","511","Gordon, Robert James","3"
"ANTH","024","D2: Prehistoric Archaeology","93616","A","LEC","M","159","160","12:50","13:40","M  W  F   ","WILLMS","301","Van Keuren, Scott ","3"
"ANTH","024","D2: Prehistoric Archaeology","93617","ZR1","LEC","C","6","5","12:50","13:40","M  W  F   ","WILLMS","301","Van Keuren, Scott ","3"
