 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
AGBI,201,General Biochemistry,60343,Z1,L,C,25,18,09:00,12:00,M T  R F   ,HILLS,234,Currier,3  
AIS,095,Terrorism: A South Asian Persp,60420,OL1,L,C,25,15,TBA,,       ,,,Ali,2
AIS,095,Traditional Chinese Med: Intro,60550,WD,L,C,3,3,TBA,,       ,,,,3
AIS,095,Traditional Chinese Med: Intro,60372,Z1,L,C,20,14,16:30,20:30,M  W     ,ROWELL,244,Ramsay,3
ALAN,095,American Indians in Film,60104,Z1,L,C,20,5,09:00,11:30,M  W  F   ,481 MN,104,Mello,3  
ANNB,301,Medical Gross Anatomy,60136,Z1,L,C,30,13,09:00,16:00,M T W R F   ,GIVN E,E210,Ezerman,8
ANNB,302,Neuroscience,60589,WD,L,C,1,1,09:00,16:00,       ,,,,0 or 4
ANNB,302,Neuroscience,60137,Z1,L,C,50,19,09:00,17:00,M T W R F   ,ROWELL,110,Parsons,4
ANNB,491,Doctoral Dissertation Research,60507,A,T,M,10,10,TBA,,       ,,,Nishi,1 to 18
ANTH,021,Human Cultures,60592,WD,L,C,1,1,TBA,,       ,,,,3  
ANTH,021,Human Cultures,60072,Z1,L,C,30,8,09:00,11:00,M T W R    ,WILLMS,403,Gordon,3  
ANTH,021,Human Cultures,60427,Z2,L,C,25,23,09:00,11:00,M T W R    ,LAFAYE,L108,Roy,3  
ANTH,095,Busisness Anthropology,60071,OL1,L,C,20,12,TBA,,       ,,,Dickinson,3
ANTH,195,Ethnobotany of Vermont,60323,Z1,L,C,15,3,15:00,19:00,M T W R    ,KALKIN,002,Anderson,4
ANTH,200,Field Work in Archaeology,60273,Z1,L,C,16,9,08:00,17:00,       ,,,Crock,6
ART,001,Drawing,60214,Z1,O,C,25,14,17:00,20:45, T  R    ,WILLMS,416,Davis,3  
ART,002,Two-Dimensional Studies,60195,Z1,O,C,20,4,09:00,12:30,M T W R    ,WILLMS,305,Haggart,3  
ART,005,Western Art:Ancient - Medieval,60201,Z1,L,C,30,5,17:00,20:30,M T W R    ,WILLMS,402,Mierse,3  
ART,095,Jewelry Perspectives,60234,Z1,A,C,12,11,09:30,12:30,M T W R F   ,WILLMS,202,Peters,3
ART,095,Beginning Drawing,60248,Z2,O,C,14,11,17:30,21:15, T  R    ,RT THR,210,Thaler,3
ART,095,Introduction to Photography,60394,Z3,O,C,15,11,09:00,11:00,M T W R    ,WILLMS,506,Douglas,3
ART,096,Introduction to Watercolor,60551,WD,L,C,1,1,09:00,11:00,       ,,,,3
ART,096,Introduction to Watercolor,60251,Z1,L,C,14,14,18:00,21:15,M  W  F   ,RT THR,210,Thaler,3
ART,114,Clay: Wheel Throwing,60207,Z1,O,C,15,12,09:00,11:00,M T W R    ,WILLMS,106,Carter,3  
ART,115,Intermediate Drawing,60208,Z1,O,C,20,9,13:00,16:00,M T W R    ,WILLMS,416,McDevitt,3  
ART,137,Photography,60212,Z1,O,C,15,11,09:30,12:30,M T W R F   ,WILLMS,415,McDowell,3  
ART,138,Color Photography,60221,Z1,O,C,12,9,09:30,13:00,M T W R    ,WILLMS,415,Brennan,3  
ART,141,Sculpture,60219,Z1,O,C,15,4,09:00,12:30,M T W R    ,WILLMS,207,Haggart,3  
ART,144,Digital Art,60213,Z1,O,C,15,9,13:00,15:30, T W     ,WATERM,113T,Marmor,3  
ART,170,Sculpture in the 20th Century,60224,Z1,L,C,20,8,17:00,19:50, T  R    ,LAFAYE,L111,Stone,3  
ART,191,Internship: Field Experience,60576,Z1,I,C,1,1,TBA,,       ,,,Campbell,3  
ART,195,Welding & Metal Fabrication,60206,Z1,O,C,12,6,09:00,12:00,M T W R    ,WILLMS,112,McDevitt,3
ART,195,Paint & Ecological Perception,60215,Z2,O,C,15,4,09:00,12:00,M T W R F   ,WILLMS,416,Davis,3
ART,195,Clay: Raku,60226,Z3,O,C,15,9,09:00,11:00,M T W R    ,WILLMS,106,Carter,3
ART,195,Introduction to Web Design,60230,Z4,O,C,15,8,13:00,15:30, T  R    ,WATERM,113T,Marmor,3
ART,195,Summer Integrated Med Stu Inst,60380,Z5,O,C,30,23,TBA,,       ,LAFAYE,L403,Neroni,3
ART,197,Rdgs & Rsch:Tutorial in Studio,60577,Z1,T,C,1,1,TBA,,       ,,,McDevitt,3  
ASCI,043,Fundamentals of Nutrition,60415,OL1,L,C,20,5,TBA,,       ,,,Paradis,3  
ASCI,043,Fundamentals of Nutrition,60509,OL2,L,C,15,1,TBA,,       ,,,Paradis,3  
ASCI,196,Field Experience,60512,Z1,I,C,5,1,TBA,,       ,,,Kinghorn,1 to 15
ASCI,391,Master's Thesis Research,60534,A,T,M,10,2,TBA,,       ,,,McFadden,1 to 9
ASCI,491,Doctoral Dissertation Research,60535,A,T,M,10,4,TBA,,       ,,,McFadden,1 to 12
ASTR,005,Exploring the Cosmos,60258,Z1,L,C,20,20,09:00,11:00,M T W R    ,WATERM,457,Perry,3  
BIOC,491,Doctoral Dissertation Research,60494,A,T,M,10,7,TBA,,       ,,,Mann,1 to 12
BIOL,001,Principles of Biology,60073,Z1,L,C,40,29,08:30,12:00,M  W  F   ,ML SCI,105,Olivetti,4
BIOL,001,Principles of Biology,60112,Z2,B,C,20,16,08:30,12:00, T  R    ,ML SCI,114,Olivetti,0
BIOL,001,Principles of Biology,60113,Z3,B,C,20,12,13:00,16:30, T  R    ,ML SCI,114,Olivetti,0
BIOL,002,Principles of Biology,60074,Z1,L,C,20,14,08:30,12:00, T  R    ,ML SCI,114,Olivetti,4
BIOL,003,Human Biology,60035,Z1,L,C,32,11,09:00,11:00,M T W R F   ,ML SCI,107,Mitchell,3  
BIOL,191,Research Apprenticeship,60528,A,I,M,10,0,TBA,,       ,,,Schall,1 to 3
BIOL,193,Internship in Biology,60529,A,I,M,10,1,TBA,,       ,,,Schall,3  
BIOL,197,Undergraduate Research,60527,A,L,M,10,1,TBA,,       ,,,Schall,3 or 6
BIOL,391,Master's Thesis Rsch,60504,A,T,M,10,0,TBA,,       ,,,VanHouten,1 to 10
BIOL,491,Doctoral Dissertation Rsch,60505,A,T,M,10,3,TBA,,       ,,,VanHouten,1 to 10
BMT,054,Principles of Microbiology,60339,Z1,L,C,26,12,15:00,18:00, T  R    ,ROWELL,318,Guy,4
BOT,109,Systematics & Phylogeny,60350,Z1,L,C,20,9,09:00,12:30,M T W R F   ,ML SCI,131,Barrington,4
BOT,295,Photoprotection in Leaves,60519,Z1,I,C,1,1,TBA,,       ,,,Perkins,3
BOT,295,Reading the Landscape,60542,Z2,L,C,9,5,08:00,21:00,M T W R   U ,,,Wang,1
BSAD,017,Business Law,60305,OL1,L,C,25,9,TBA,,       ,,,Kasper,3  
BSAD,017,Business Law,60559,WD,L,C,1,1,TBA,,       ,,,,3  
BSAD,018,Business Law,60179,Z1,L,C,30,5,17:30,20:10, T W R    ,KALKIN,110,Goldman,3  
BSAD,060,Financial Accounting,60180,Z1,L,C,30,11,09:00,11:45,M T W R F   ,KALKIN,110,Dempsey,4
BSAD,061,Managerial Accounting,60306,Z1,L,C,30,10,09:00,11:45,M T  R F   ,KALKIN,325,Woodman,4
BSAD,095,Business Anthropology,60366,OL1,L,C,20,1,TBA,,       ,,,Dickinson,3
BSAD,095,Business Basics & Experience,60365,Z1,L,C,35,5,13:00,15:00,M  W     ,KALKIN,001,Butler-Bra,3
BSAD,120,Prin Mgmt & Org Behavior,60307,Z1,L,C,20,12,13:30,17:30, T  R    ,KALKIN,325,Viets,3
BSAD,121,ST in Organizational Behavior,60388,OL1,L,C,10,7,TBA,,       ,,,Miller,3  
