 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
"ALAN","051","D1:Intr ALANA US Ethnic Stdies","90363","A","LEC","M","48","50","16:00","17:15"," T  R    ","WATERM","413","Diouf, Moustapha ","3"
"ANFS","395","Doctoral Seminar","92026","B","LEC","M","50","10","11:45","13:40","    F   ","KALKIN","003","Kerr, David E.","1 to 4"
"ANFS","395","Research Methods","92025","C","LEC","M","35","9","12:50","16:55","M       ","TERRIL","308","Pintauro, Stephen J.","3"
"ANFS","395","Doctoral Seminar","94347","D","LEC","M","50","7","11:45","12:35","  W     ","TERRIL","108","Pintauro, Stephen J.","1 to 4"
"ANFS","491","Doctoral Dissertation","90043","A","TD","M","20","14","TBA","","       ","","","Harvey-Berino, Jean Ruth","1 to 18"
"ANNB","197","Undergrad Research","90079","A","RSCH","M","10","0","TBA","","       ","","","Forehand, Cynthia J.","1 to 6"
"ANNB","261","Neurobiology","91898","A","LEC","M","5","3","11:30","12:45"," T  R    ","ML SCI","105","Delay, Eugene Raymond","3"
"ANNB","323","Neurochemistry","93524","A","LEC","M","30","9","14:30","15:45","   R    ","HSRF","200","Nishi, Rae ","3"
"ANNB","381","Sem in Anatomy & Neurobiology","90081","A","SEM","M","50","11","11:45","12:35","  W     ","HSRF","400","Forehand, Cynthia J.","1"
"ANNB","491","Doctoral Dissertation Research","90082","A","TD","M","20","0","TBA","","       ","","","Forehand, Cynthia J.","1 to 18"
"ANPS","019","Ugr Hum Anatomy & Physiology","90038","A","LEC","M","250","253","13:00","13:50","   R    ","GIVN E","E131","Cornbrooks, Ellen Black","4"
"ANPS","019","Ugr Hum Anatomy & Physiology","94488","Z1","LEC","C","70","0","13:00","13:50","   R    ","ONLINE","SEE NOTES","Cornbrooks, Ellen Black","4"
"ANTH","021","D2: Human Cultures","91171","A","LEC","M","165","158","08:30","09:20","M  W  F   ","FLEMIN","101","Gordon, Robert James","3"
"ANTH","021","TAP/D2:Human Cultures","91173","B","LEC","M","22","21","16:05","17:20","M  W     ","WILLMS","511","Smith, Elizabeth A.","3"
"ANTH","021","D2: Human Cultures","92387","C","LEC","M","288","289","10:00","11:15"," T  R    ","BLLNGS","LH","Wesson, Cameron Braxton","3"
"ANTH","021","D2: Human Cultures","93436","D","LEC","M","145","144","16:00","17:15"," T  R    ","FLEMIN","101","Holly, Catherine ","3"
"ANTH","021","D2: Human Cultures","92389","ZR2","LEC","C","10","9","10:00","11:15"," T  R    ","BLLNGS","LH","Wesson, Cameron Braxton","3"
"ANTH","021","D2: Human Cultures","93439","ZR3","LEC","C","20","20","16:00","17:15"," T  R    ","FLEMIN","101","Holly, Catherine ","3"
"ANTH","024","D2: Prehistoric Archaeology","91176","A","LEC","M","160","156","10:40","11:30","M  W  F   ","FLEMIN","101","Van Keuren, Scott ","3"
"ANTH","024","D2: Prehistoric Archaeology","92390","ZR1","LEC","C","5","5","10:40","11:30","M  W  F   ","FLEMIN","101","Van Keuren, Scott ","3"
"ANTH","028","D2: Linguistic Anthropology","93440","A","LEC","M","158","144","15:00","15:50","M  W  F   ","WILLMS","301","Manetta, Emily ","3"
"ANTH","028","TAP:D2:Linguistic Anthropology","93443","B","LEC","M","22","21","10:40","11:30","M  W  F   ","WATERM","401","Manetta, Emily ","3"
"ANTH","028","D2: Linguistic Anthropology","93441","ZR1","LEC","C","7","6","15:00","15:50","M  W  F   ","WILLMS","301","Manetta, Emily ","3"
"ANTH","059","D2:ISSP: Culture&Environment","94117","A","LEC","M","30","28","10:40","11:30","M  W  F   ","BLLNGS","MLK","Vivanco, Luis Antonio","3"
"ANTH","095","TAP: Street Children","93444","A","LEC","M","22","24","09:35","10:25","M  W  F   ","WILLMS","511","Steinberg, Jonah ","3"
"ANTH","095","TAP: Anthropology of Sports","93446","B","LEC","M","22","22","11:30","12:45"," T  R    ","WILLMS","511","Eastman, Benjamin H.","3"
"ANTH","127","Modernity & Material Culture","93967","A","LEC","M","40","40","09:35","10:25","M  W  F   ","LAFAYE","L300","Dickinson, Jennifer A.","3"
"ANTH","140","Primates and Anthropology","91179","A","LEC","M","40","40","14:30","15:45"," T  R    ","HILLS","234","Blom, Deborah Eileen","3"
"ANTH","142","Introduction to Syntax","93448","A","LEC","M","38","8","13:55","14:45","M  W  F   ","PERKIN","107","Manetta, Emily ","3"
