 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
AGBI,195,Special Topics,90272,A,B,M,10,0,TBA,,       ,HILLS,,Vogelmann,1 to 3
AGBI,195,Student Teaching Lab,90284,B,L,M,6,0,TBA,,       ,HILLS,128,Vogelmann,1 to 3
AGBI,198,Undergraduate Research,90298,A,B,M,12,0,TBA,,       ,HILLS,,Vogelmann,1 to 3
AGBI,201,General Biochemistry,90301,A,L,M,130,97,11:15,12:05,M  W  F   ,ROWELL,103,Currier,3  
AGBI,202,General Biochemistry Lab,90313,A,B,M,14,11,08:00,11:00,M       ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90316,B,B,M,14,13,13:25,16:25,M       ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90317,C,B,M,14,14,08:00,11:00, T      ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90320,D,B,M,14,13,13:10,16:00, T      ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90332,E,B,M,14,13,08:00,11:00,  W     ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90343,F,B,M,14,13,13:25,16:25,  W     ,HILLS,128,Currier,1  
AGBI,295,Special Topics,90347,A,B,M,10,0,TBA,,       ,HILLS,,Vogelmann,1 to 12
AGBI,301,Special Problems,90357,A,B,M,10,0,TBA,,       ,HILLS,,Vogelmann,1 to 3
AGBI,391,Master's Thesis Research,90361,A,T,M,5,0,TBA,,       ,HILLS,,Vogelmann,1 to 18
AGBI,491,Doctoral Dissertation Research,90362,A,T,M,5,0,TBA,,       ,HILLS,,Vogelmann,1 to 12
AGRI,001,Foundations:Communication Meth,90251,A,L,M,109,105,12:30,13:45, T      ,LAFAYE,L207,Patterson ,3
AGRI,001,Foundations:Communication Meth,90254,B,L,M,120,102,14:00,15:15,   R    ,ML SCI,235,Patterson ,3
