 Subj,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
"CHEM","023","Outline of General Chemistry","94315","ZRB","LEC","C","5","5","18:15","21:15","  W     ","ROWELL","103","Flemer Jr., Steve ","4"
"CHEM","025","Outline of General Chemistry","91247","A","LEC","M","20","1","18:15","21:15","  W     ","FLEMIN","101","Flemer Jr., Steve ","3"
"CHEM","025","Outline of General Chemistry","91248","B","LEC","M","20","3","18:15","21:15","  W     ","ROWELL","103","Flemer Jr., Steve ","3"
"CHEM","031","General Chemistry 1","90319","A","LEC","M","212","199","19:00","21:45"," T      ","ANGELL","B106","Ruggles, Erik L","4"
"CHEM","031","General Chemistry 1","91034","B","LEC","M","210","187","19:00","21:45"," T      ","ML SCI","235","Ruggles, Erik L","4"
"CHEM","031","General Chemistry 1","91066","C","LEC","M","200","199","18:15","21:15","  W     ","ANGELL","B106","Waterman, Rory ","4"
"CHEM","031","General Chemistry 1","91073","D","LEC","M","200","165","19:00","21:45","   R    ","ML SCI","235","Leenstra, Willem R.","4"
"CHEM","031","General Chemistry 1","91829","E","LEC","M","185","181","19:00","21:45","  W     ","ML SCI","235","Sharp, John Frederick","4"
"CHEM","031","General Chemistry 1","91831","L01","LAB","M","22","22","12:50","15:35","M       ","COOK","A240","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90320","L02","LAB","M","22","21","12:50","15:35","M       ","COOK","A241","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90328","L03","LAB","M","22","20","12:50","15:35","M       ","COOK","A242","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90334","L04","LAB","M","22","20","12:50","15:35","M       ","COOK","A340","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90335","L05","LAB","M","22","22","12:50","15:35","M       ","COOK","A341","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90338","L06","LAB","M","22","21","17:10","19:55","M       ","COOK","A240","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90339","L07","LAB","M","22","22","17:10","19:55","M       ","COOK","A241","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90340","L08","LAB","M","22","22","17:10","19:55","M       ","COOK","A242","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90341","L09","LAB","M","22","22","17:10","19:55","M       ","COOK","A340","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90342","L10","LAB","M","22","22","17:10","19:55","M       ","COOK","A341","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90344","L11","LAB","M","22","21","08:30","11:15"," T      ","COOK","A240","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","92901","L12","LAB","M","22","22","08:30","11:15"," T      ","COOK","A241","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","92902","L13","LAB","M","22","20","08:30","11:15"," T      ","COOK","A242","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90680","L14","LAB","M","22","21","08:30","11:15"," T      ","COOK","A340","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90681","L15","LAB","M","22","20","08:30","11:15"," T      ","COOK","A341","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90682","L16","LAB","M","22","22","13:00","15:45"," T      ","COOK","A240","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","92903","L17","LAB","M","22","22","13:00","15:45"," T      ","COOK","A241","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","92904","L18","LAB","M","22","22","13:00","15:45"," T      ","COOK","A242","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90683","L19","LAB","M","22","22","13:00","15:45"," T      ","COOK","A340","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90685","L20","LAB","M","22","22","13:00","15:45"," T      ","COOK","A341","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90686","L21","LAB","M","22","22","17:30","20:15"," T      ","COOK","A240","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90688","L22","LAB","M","22","21","17:30","20:15"," T      ","COOK","A241","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90689","L23","LAB","M","22","22","17:30","20:15"," T      ","COOK","A242","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90690","L24","LAB","M","22","22","17:30","20:15"," T      ","COOK","A340","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90691","L25","LAB","M","22","22","08:30","11:15","  W     ","COOK","A241","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90692","L26","LAB","M","22","19","08:30","11:15","  W     ","COOK","A242","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90693","L27","LAB","M","22","21","08:30","11:15","  W     ","COOK","A341","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90694","L28","LAB","M","22","18","12:50","15:35","  W     ","COOK","A240","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90696","L29","LAB","M","22","20","12:50","15:35","  W     ","COOK","A241","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90697","L30","LAB","M","22","16","12:50","15:35","  W     ","COOK","A242","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90698","L31","LAB","M","22","18","12:50","15:35","  W     ","COOK","A340","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90700","L32","LAB","M","22","20","17:10","19:55","  W     ","COOK","A240","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90702","L33","LAB","M","22","20","17:10","19:55","  W     ","COOK","A241","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90703","L34","LAB","M","22","21","17:10","19:55","  W     ","COOK","A242","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90705","L35","LAB","M","22","15","17:10","19:55","  W     ","COOK","A340","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90707","L36","LAB","M","22","16","17:10","19:55","  W     ","COOK","A341","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","90708","L37","LAB","M","22","21","08:30","11:15","   R    ","COOK","A240","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","91492","L38","LAB","M","22","17","08:30","11:15","   R    ","COOK","A241","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","91493","L39","LAB","M","22","16","08:30","11:15","   R    ","COOK","A242","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","91495","L40","LAB","M","22","13","08:30","11:15","   R    ","COOK","A340","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","91835","L41","LAB","M","22","16","08:30","11:15","   R    ","COOK","A341","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","91836","L42","LAB","M","22","22","13:00","15:45","   R    ","COOK","A240","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","92128","L43","LAB","M","22","22","13:00","15:45","   R    ","COOK","A241","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","92129","L44","LAB","M","22","21","13:00","15:45","   R    ","COOK","A340","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","92135","L45","LAB","M","22","21","13:00","15:45","   R    ","COOK","A341","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","92428","L46","LAB","M","22","22","17:30","20:15","   R    ","COOK","A240","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","92430","L47","LAB","M","22","20","17:30","20:15","   R    ","COOK","A242","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","93197","L48","LAB","M","22","19","17:30","20:15","   R    ","COOK","A341","Sharp, John Frederick","0"
"CHEM","031","General Chemistry 1","94317","ZRC","LEC","C","14","5","18:15","21:15","  W     ","ANGELL","B106","Waterman, Rory ","4"
"CHEM","031","General Chemistry 1","94318","ZRD","LEC","C","10","10","19:00","21:45","   R    ","ML SCI","235","Leenstra, Willem R.","4"
"CHEM","031","General Chemistry 1","94319","ZRE","LEC","C","25","25","19:00","21:45","  W     ","ML SCI","235","Sharp, John Frederick","4"
"CHEM","035","Gen Chemistry for Majors 1","90710","A","LEC","M","60","36","17:30","20:15"," T      ","LAFAYE","L403","Petrucci, Giuseppe A.","4"
"CHEM","035","Gen Chemistry for Majors 1","90715","A01","LAB","M","20","15","17:10","19:55","  W     ","COOK","A141","Petrucci, Giuseppe A.","0"
"CHEM","035","Gen Chemistry for Majors 1","90717","A02","LAB","M","20","11","13:00","15:45","   R    ","COOK","A141","Petrucci, Giuseppe A.","0"
"CHEM","035","Gen Chemistry for Majors 1","91659","A03","LAB","M","20","10","17:30","20:15","   R    ","COOK","A141","Petrucci, Giuseppe A.","0"
"CHEM","039","Introduction to Research","90718","A","LEC","M","10","3","TBA","","       ","","","Waters, Stephen ","2"
"CHEM","121","Quantitative Analysis","90726","A","LEC","M","54","38","17:30","20:15","   R    ","LAFAYE","L403","Petrucci, Giuseppe A.","4"
"CHEM","121","Quantitative Analysis","90730","L01","LAB","M","18","16","17:10","21:10","M       ","COOK","A141","Petrucci, Giuseppe A.","0"
"CHEM","121","Quantitative Analysis","90731","L02","LAB","M","18","13","13:00","17:00"," T      ","COOK","A141","Petrucci, Giuseppe A.","0"
"CHEM","121","Quantitative Analysis","90742","L03","LAB","M","18","9","17:30","21:30"," T      ","COOK","A141","Petrucci, Giuseppe A.","0"
"CHEM","141","Organic Chemistry 1","90743","A","LEC","M","193","191","17:30","20:15","   R    ","ANGELL","B106","Wurthmann, Alexander ","4"
"CHEM","141","Organic Chemistry 1","91186","B","LEC","M","162","127","17:30","20:15","   R    ","BLLNGS","LH","Wurthmann, Alexander ","4"
"CHEM","141","Organic Chemistry 1","90744","L01","LAB","M","22","22","12:50","15:35","M       ","COOK","A338","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","90746","L02","LAB","M","22","18","12:50","15:35","M       ","COOK","A339","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","90747","L03","LAB","M","22","18","17:10","19:55","M       ","COOK","A338","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","90748","L04","LAB","M","22","17","17:10","19:55","M       ","COOK","A339","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","90749","L05","LAB","M","22","22","08:30","11:15"," T      ","COOK","A338","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","90752","L06","LAB","M","22","21","13:00","15:45"," T      ","COOK","A338","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","90756","L07","LAB","M","22","19","17:30","20:15"," T      ","COOK","A338","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","90758","L08","LAB","M","22","21","17:30","20:15"," T      ","COOK","A339","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","90760","L09","LAB","M","15","13","08:30","11:15","  W     ","COOK","A338","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","91660","L10","LAB","M","14","12","08:30","11:15","  W     ","COOK","A339","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","90761","L11","LAB","M","22","20","12:50","15:35","  W     ","COOK","A338","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","90762","L12","LAB","M","22","20","12:50","15:35","  W     ","COOK","A339","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","90763","L13","LAB","M","22","22","17:10","19:55","  W     ","COOK","A339","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","91496","L14","LAB","M","22","18","17:10","19:55","  W     ","COOK","A338","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","91842","L16","LAB","M","22","21","08:30","11:15","   R    ","COOK","A313","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","91843","L17","LAB","M","22","22","08:30","11:15","   R    ","COOK","A338","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","92123","L18","LAB","M","22","22","13:00","15:45","   R    ","COOK","A313","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","92431","L19","LAB","M","22","21","13:00","15:45","   R    ","COOK","A338","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","94795","ZL0","LAB","C","8","4","08:30","11:15","  W     ","COOK","A339","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","94794","ZL9","LAB","C","7","4","08:30","11:15","  W     ","COOK","A338","Wurthmann, Alexander ","0"
"CHEM","141","Organic Chemistry 1","94321","ZRA","LEC","C","20","21","17:30","20:15","   R    ","ANGELL","B106","Wurthmann, Alexander ","4"
"CHEM","141","Organic Chemistry 1","94322","ZRB","LEC","C","21","18","17:30","20:15","   R    ","BLLNGS","LH","Wurthmann, Alexander ","4"
"CHEM","143","Organic Chemistry for Majors 1","90820","A","LEC","M","48","48","11:45","12:35","M  W  F   ","ROWELL","111","Madalengoitia, Jose Santos","4"
"CHEM","143","Organic Chemistry for Majors 1","90828","A01","LAB","M","16","16","13:00","15:45"," T      ","COOK","A339","Madalengoitia, Jose Santos","0"
"CHEM","143","Organic Chemistry for Majors 1","90829","A02","LAB","M","16","17","13:00","15:45","   R    ","COOK","A339","Madalengoitia, Jose Santos","0"
"CHEM","143","Organic Chemistry for Majors 1","94774","A03","LAB","M","16","15","08:30","11:15","   R    ","COOK","A339","Madalengoitia, Jose Santos","0"
"CHEM","146","Advanced Organic Laboratory","90834","A","LAB","M","12","12","13:00","17:00"," T  R    ","COOK","A305","Brewer, Matthias ","2"
"CHEM","161","Quantum Chemistry","90835","A","LEC","M","30","17","09:35","10:25","M  W  F   ","ANGELL","B203","Leenstra, Willem R.","3"
"CHEM","167","Physical Chemistry Preparation","90840","A","LEC","M","30","7","16:05","17:20","M  W     ","ANGELL","B104","Leenstra, Willem R.","1"
"CHEM","195","Chemistry Special Topics","94783","A","TD","M","1","1","TBA","","       ","","","Matthews, Dwight E.","6"
"CHEM","198","Readings & Research","94784","A","TD","M","1","1","TBA","","       ","","","Matthews, Dwight E.","2"
"CHEM","202","Advanced Chemistry Laboratory","90843","A","LCLB","M","12","8","13:55","14:45","M    F   ","ANGELL","B104","Geiger Jr, William E.","2"
"CHEM","205","Biochemistry I","90848","A","LEC","M","37","34","19:00","21:45"," T      ","FLEMIN","101","Hondal, Robert J.","3"
"CHEM","205","Biochemistry I","94396","ZRA","LEC","C","10","8","19:00","21:45"," T      ","FLEMIN","101","Hondal, Robert J.","3"
"CHEM","231","Advanced Inorganic Chemistry","90854","A","LEC","M","30","10","11:45","12:35","M  W  F   ","ANGELL","B203","Liptak, Matthew ","3"
"CHEM","241","Advanced Organic Chemistry 1","90857","A","LEC","M","30","10","08:30","09:20","M  W  F   ","ANGELL","B203","Whalley, Adam Christopher","3"
"CHEM","257","Methods in Organic Chemistry","94961","A","LEC","M","5","3","TBA","","       ","ONCMP","SEE NOTES","Brewer, Matthias ","3"
"CHEM","282","Senior Seminar","90858","A","SEM","M","10","1","11:30","12:45"," T  R    ","ONCMP","SEE NOTES","Leenstra, Willem R.","1"
"CHEM","291","Undergraduate Research","91259","A","RSCH","M","30","13","TBA","","       ","","","Matthews, Dwight E.","1 to 4"
"CHEM","318","Current Topics in Chemistry","91499","A","TD","M","20","8","TBA","","       ","","","Matthews, Dwight E.","0 or 1"
"CHEM","318","Current Topics in Chemistry","91500","B","TD","M","20","9","TBA","","       ","","","Landry, Christopher C.","0 or 1"
"CHEM","318","Current Topics in Chemistry","91501","C","TD","M","20","4","TBA","","       ","","","Waters, Stephen ","0 or 1"
"CHEM","381","Grad Seminar","91239","A","SEM","M","99","7","11:30","12:45"," T  R    ","ANGELL","B112","Leenstra, Willem R.","1"
"CHEM","391","Master's Thesis Research","91030","A","TD","M","20","3","TBA","","       ","","","Matthews, Dwight E.","1 to 18"
"CHEM","488","Rsch Prob Conception&Solution","91414","A","RSCH","M","40","3","TBA","","       ","","","Leenstra, Willem R.","1"
"CHEM","491","Doctoral Dissertation Research","91031","A","TD","M","70","17","TBA","","       ","","","Matthews, Dwight E.","1 to 18"
"CHIN","001","Elementary","91064","A","LCDS","M","19","18","10:00","10:50"," T      ","KALKIN","322","Sun, Diana Y.","4"
"CHIN","001","Elementary","91137","B","LCDS","M","19","19","11:45","12:35","M  W  F   ","LAFAYE","L408","Sun, Diana Y.","4"
"CHIN","001","Elementary","91033","C","LCDS","M","18","17","14:30","15:20","   R    ","LAFAYE","L308","Hu, Ying ","4"
"CHIN","001","Elementary","91472","D","LCDS","M","18","16","15:00","15:50","M  W  F   ","LAFAYE","L400","Hu, Ying ","4"
"CHIN","001","Elementary","93773","ZRA","LCDS","C","1","1","10:00","10:50"," T      ","KALKIN","322","Sun, Diana Y.","4"
"CHIN","001","Elementary","93776","ZRB","LCDS","C","1","1","11:45","12:35","M  W  F   ","LAFAYE","L408","Sun, Diana Y.","4"
"CHIN","001","Elementary","93775","ZRC","LCDS","C","2","1","14:30","15:20","   R    ","LAFAYE","L308","Hu, Ying ","4"
"CHIN","001","Elementary","93777","ZRD","LCDS","C","1","0","15:00","15:50","M  W  F   ","LAFAYE","L400","Hu, Ying ","4"
"CHIN","020","Chinese Characters","94426","A","LCDS","M","37","14","18:15","19:05","M       ","LAFAYE","L200","Hu, Ying ","1"
"CHIN","020","Chinese Characters","94427","ZRA","LCDS","C","3","0","18:15","19:05","M       ","LAFAYE","L200","Hu, Ying ","1"
"CHIN","051","Intermediate","91146","A","LCDS","M","20","17","10:40","11:30","M  W  F   ","L/L-A","A102","Hu, Ying ","4"
"CHIN","051","Intermediate","91158","B","LCDS","M","19","18","14:30","15:20"," T      ","KALKIN","322","Yin, Jing-hua ","4"
"CHIN","051","Intermediate","93778","ZRB","LCDS","C","1","0","14:30","15:20"," T      ","KALKIN","322","Yin, Jing-hua ","4"
"CHIN","095","TAP:China-Its Lang & People","93779","A","LEC","M","20","6","16:05","17:20","M  W     ","LAFAYE","L107","Yin, Jing-hua ","3"
"CHIN","101","Advanced Chinese","91162","A","LEC","M","16","14","13:00","14:15"," T  R    ","AIKEN","110","Sun, Diana Y.","3"
"CHIN","101","Advanced Chinese","95040","WD","LEC","C","1","1","13:00","14:15","       ","","","","3"
"CHIN","101","Advanced Chinese","93780","ZRA","LEC","C","1","1","13:00","14:15"," T  R    ","AIKEN","110","Sun, Diana Y.","3"
"CHIN","195","3rd Year Conversation","93781","A","LEC","M","16","7","12:50","13:40","M       ","LAFAYE","L411","Sun, Diana Y.","1"
"CHIN","195","3rd Year conversation","95041","WD","LEC","C","1","1","12:50","13:40","       ","","","","1 to 6"
"CHIN","195","3rd Year conversation","93782","ZRA","LEC","C","2","2","12:50","13:40","M       ","LAFAYE","L411","Sun, Diana Y.","1"
"CHIN","197","Readings & Research","93806","A","LEC","M","10","0","15:00","15:50","M  W  F   ","LAFAYE","L202","Cao, Chunjing ","1 to 6"
"CHIN","201","Adv Conversation & Composition","91163","A","LEC","M","16","5","14:30","15:45"," T  R    ","OMANEX","A303","Cao, Chunjing ","3"
"CHIN","201","Adv Conversation & Composition","93783","ZRA","LEC","C","2","0","14:30","15:45"," T  R    ","OMANEX","A303","Cao, Chunjing ","3"
"CHIN","295","Lit App in Chin","93784","A","LEC","M","17","5","10:40","11:30","M  W  F   ","479 MN","102","Bi, Yanhua ","3"
"CHIN","295","Honors: Chinese","95036","B","LEC","M","15","2","TBA","","       ","ONCMP","SEE NOTES","Yin, Jing-hua ","3"
"CHIN","295","Lit App in Chin","94323","ZRA","LEC","C","1","0","10:40","11:30","M  W  F   ","479 MN","102","Bi, Yanhua ","3"
"CLAS","021","Classical Greek Civilization","93937","A","LEC","M","23","24","14:30","15:45"," T  R    ","KALKIN","003","Walsh, Brian Thomas","3"
"CLAS","021","Classical Greek Civilization","94326","ZRA","LEC","C","2","2","14:30","15:45"," T  R    ","KALKIN","003","Walsh, Brian Thomas","3"
"CLAS","024","Myths/Legends Trojan War","93936","A","LEC","M","130","101","13:55","14:45","M  W  F   ","VOTEY","105","Rodgers, Robert Howard","3"
"CLAS","024","Myths/Legends Trojan War","94324","ZRA","LEC","C","5","1","13:55","14:45","M  W  F   ","VOTEY","105","Rodgers, Robert Howard","3"
"CLAS","095","TAP:Ancient Egypt","93938","A","LEC","M","22","23","16:00","17:15"," T  R    ","WATERM","455","Walsh, Brian Thomas","3"
"CLAS","095","TAP:Phil Beg:The PreSocratics","93933","B","LEC","M","22","14","12:50","13:40","M  W  F   ","WATERM","455","Bailly, Jacques Antoine","3"
"CLAS","149","D2:Hist of Ancient Near East","93935","A","LEC","M","75","17","13:00","14:15"," T  R    ","FLEMIN","101","Franklin, John C.","3"
"CLAS","158","Greco-Roman Political Thought","93931","A","LEC","M","50","13","10:00","11:15"," T  R    ","WILLMS","301","Evans, Jessica Ann","3"
"CLAS","195","Ancient Law","93932","A","LEC","M","50","19","11:30","12:45"," T  R    ","LAFAYE","L108","Walsh, Brian Thomas","3"
"CLAS","195","Greco-Roman Political Thought?","94992","B","INTN","M","1","1","TBA","","       ","","","Evans, Jessica Ann","3"
"CLAS","197","Readings & Research","94798","A","TD","M","1","1","TBA","","       ","","","Usher, Mark David","3"
"CLAS","198","Readings & Research","94750","A","TD","M","1","1","TBA","","       ","","","Bailly, Jacques Antoine","3"
"CLBI","301","Cell Biology","91060","A","LEC","M","30","28","10:40","11:30","M  W  F   ","GIVN C","C443","Everse, Stephen ","3"
"CLBI","301","Cell Biology","94382","ZRA","LEC","C","10","0","10:40","11:30","M  W  F   ","GIVN C","C443","Everse, Stephen ","3"
"CLBI","381","Seminar","91061","A","SEM","M","60","2","11:30","12:30"," T      ","ONCMP","SEE NOTES","Poynter, Matthew Edward","1"
"CLBI","391","Master's Thesis Research","91062","A","TD","M","5","0","TBA","","       ","","","Tierney, Mary Lauretta","1 to 12"
"CLBI","395","Genetic Manipulation of Mice","94901","B","INTN","M","14","8","08:00","17:00","M T W R    ","HSRF","200","Rincon, Mercedes ","3"
"CLBI","395","DataAnalysis&Presentation1","94900","C","IS","M","25","20","15:00","17:00","    F   ","HSRF","400","Everse, Stephen ","2"
"CLBI","491","Doctoral Dissertation Research","91063","A","TD","M","50","33","TBA","","       ","","","Tierney, Mary Lauretta","1 to 12"
"CS","008","Introduction: WWW Design (2-2)","90582","A","LEC","M","56","54","12:50","13:40","M  W  F   ","L/L CM","216","Erickson, Robert M.","3"
"CS","008","Introduction: WWW Design (2-2)","92021","OL1","ONL","C","20","20","TBA","","       ","ONLINE","COURSE","Erickson, Robert M.","3"
"CS","008","Introduction: WWW Design (2-2)","93892","ZRA","LEC","C","9","6","12:50","13:40","M  W  F   ","L/L CM","216","Erickson, Robert M.","3"
"CS","014","Visual Basic Programming","90583","A","LEC","M","25","23","10:00","11:15"," T  R    ","VOTEY","246","Pechenick, Alison M.","3"
"CS","014","Visual Basic Programming","92424","OL1","ONL","C","15","14","TBA","","       ","ONLINE","COURSE","Horton, Jackie Lynn","3"
"CS","014","Visual Basic Programming","93893","ZRA","LEC","C","5","4","10:00","11:15"," T  R    ","VOTEY","246","Pechenick, Alison M.","3"
"CS","019","Introduction to Programming","90584","A","LEC","M","28","28","13:00","14:15"," T  R    ","PERKIN","107","Horton, Jackie Lynn","3"
"CS","019","Introduction to Programming","93894","ZRA","LEC","C","2","1","13:00","14:15"," T  R    ","PERKIN","107","Horton, Jackie Lynn","3"
"CS","020","Programming for Engineers","92680","A","LEC","M","48","48","08:30","09:45"," T  R    ","KALKIN","002","Horton, Jackie Lynn","3"
"CS","020","Programming for Engineers","93895","ZRA","LEC","C","5","3","08:30","09:45"," T  R    ","KALKIN","002","Horton, Jackie Lynn","3"
"CS","021","Computer Programming I:Python","90598","A","LEC","M","28","29","14:30","15:45"," T  R    ","VOTEY","367","Douglas, Jeanne M.","3"
"CS","021","Computer Programming I:Python","90590","B","LEC","M","28","24","16:00","17:15"," T  R    ","VOTEY","367","Douglas, Jeanne M.","3"
"CS","021","Computer Programming I:Matlab","91574","C","LEC","M","28","21","11:30","12:45"," T  R    ","PERKIN","300","Horton, Jackie Lynn","3"
"CS","021","Computer Programming I:Python","91590","L01","LAB","M","30","27","08:30","10:25","  W     ","VOTEY","246","Douglas, Jeanne M.","0"
"CS","021","Computer Programming I:Python","91591","L02","LAB","M","30","29","17:10","19:05","  W     ","VOTEY","246","Douglas, Jeanne M.","0"
"CS","021","Computer Programming I:Matlab","91789","OL1","ONL","C","15","13","TBA","","       ","ONLINE","COURSE","Horton, Jackie Lynn","3"
"CS","021","Computer Programming I:Python","93896","ZRA","LEC","C","2","2","14:30","15:45"," T  R    ","VOTEY","367","Douglas, Jeanne M.","3"
"CS","021","Computer Programming I:Python","93897","ZRB","LEC","C","2","1","16:00","17:15"," T  R    ","VOTEY","367","Douglas, Jeanne M.","3"
"CS","021","Computer Programming I:Matlab","93898","ZRC","LEC","C","5","2","11:30","12:45"," T  R    ","PERKIN","300","Horton, Jackie Lynn","3"
"CS","031","C Programming","93939","A","LEC","M","25","23","11:45","12:35","    F   ","VOTEY","369","Chichakly, Karim Jeffrey","1"
"CS","032","TAP:Puzzles  Games&Algorithms","90648","A","LEC","M","15","15","10:40","11:30","M  W  F   ","LAFAYE","L100","Snapp, Robert Raymond","3"
"CS","032","Puzzles  Games & Algorithms","90650","B","LEC","M","15","16","10:40","11:30","M  W  F   ","LAFAYE","L100","Snapp, Robert Raymond","3"
"CS","032","Puzzles  Games & Algorithms","90804","L01","LAB","M","12","12","13:55","14:45","  W     ","VOTEY","206","Snapp, Robert Raymond","0"
"CS","032","Puzzles  Games & Algorithms","90805","L02","LAB","M","12","12","10:00","10:50","   R    ","VOTEY","206","Snapp, Robert Raymond","0"
"CS","032","Puzzles  Games & Algorithms","90806","L03","LAB","M","12","8","10:00","10:50"," T      ","VOTEY","206","Snapp, Robert Raymond","0"
"CS","032","Puzzles  Games & Algorithms","94517","ZRB","LEC","C","2","1","10:40","11:30","M  W  F   ","LAFAYE","L100","Snapp, Robert Raymond","3"
"CS","064","Discrete Structures","90808","A","LEC","M","62","61","16:00","17:15"," T  R    ","ANGELL","B112","Ling, Alan ","3"
"CS","064","Discrete Structures","93899","ZRA","LEC","C","0","1","16:00","17:15"," T  R    ","ANGELL","B112","Ling, Alan ","3"
"CS","095","TAP:Digital Revolution","94673","A","LEC","M","25","17","15:00","15:50","M  W  F   ","VOTEY","209","Erickson, Robert M.","3"
"CS","110","Intermediate Programming-Java","91917","A","LEC","M","33","30","17:10","19:05","M       ","VOTEY","246","Douglas, Jeanne M.","4"
"CS","110","Intermediate Programming","93900","ZRA","LEC","C","0","2","17:10","19:05","M       ","VOTEY","246","Douglas, Jeanne M.","4"
"CS","121","Computer Organization","90821","A","LEC","M","65","61","14:30","15:45"," T  R    ","DEWEY","314","Skalka, Chris ","3"
"CS","121","Computer Organization","93901","ZRA","LEC","C","0","1","14:30","15:45"," T  R    ","DEWEY","314","Skalka, Chris ","3"
"CS","124","Data Structures & Algorithms","91918","A","LEC","M","22","18","10:00","11:15"," T  R    ","AIKEN","112","Lee, Byung ","3"
"CS","124","Data Structures & Algorithms","93902","ZRA","LEC","C","4","0","10:00","11:15"," T  R    ","AIKEN","112","Lee, Byung ","3"
"CS","148","Database Design for the Web","93903","A","LEC","M","28","25","10:40","11:30","M  W  F   ","KALKIN","325","Erickson, Robert M.","3"
"CS","148","Database Design for the Web","93904","ZRA","LEC","C","5","4","10:40","11:30","M  W  F   ","KALKIN","325","Erickson, Robert M.","3"
"CS","192"," Intro Programming Instruction","94976","A","LEC","M","3","1","TBA","","       ","ONCMP","SEE NOTES","Douglas, Jeanne M.","1 to 3"
"CS","195","Programming in Java Script","95010","A","LEC","M","1","1","TBA","","       ","ONCMP","SEE NOTES","Erickson, Robert M.","3"
