 Subj,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
"ALAN","051","D1:Intr ALANA US Ethnic Stdies","90278","A","LEC","M","95","92","12:50","13:40","M  W  F   ","L/L CM","315","Matsumoto, Noriko ","3"
"ALAN","051","D1:Intr ALANA US Ethnic Stdies","94279","ZRA","LEC","C","3","3","12:50","13:40","M  W  F   ","L/L CM","315","Matsumoto, Noriko ","3"
"ANFS","395","Doctoral Seminar","93887","A","SEM","M","20","9","11:45","12:35","    F   ","TERRIL","108","Kerr, David E.","1 to 4"
"ANFS","491","Doctoral Dissertation","90036","A","TD","M","20","13","TBA","","       ","","","Harvey-Berino, Jean Ruth","1 to 18"
"ANNB","197","Undergrad Research","90068","A","RSCH","M","10","0","TBA","","       ","","","Forehand, Cynthia J.","1 to 6"
"ANNB","261","Neurobiology","91480","A","LEC","M","5","4","11:30","12:45"," T  R    ","ML SCI","105","Delay, Eugene Raymond","3"
"ANNB","261","Neurobiology","95029","WD","LEC","C","1","1","11:30","12:45","       ","","","","3"
"ANNB","261","Neurobiology","94676","ZRA","LEC","C","2","2","11:30","12:45"," T  R    ","ML SCI","105","Delay, Eugene Raymond","3"
"ANNB","323","Neurochemistry","93983","A","LEC","M","30","8","14:30","15:45"," T  R    ","HSRF","400","Nishi, Rae ","3"
"ANNB","326","Basic Sci-Neurologic Disease","93985","A","LEC","M","25","0","12:00","13:00"," T      ","HSRF","400","Eckenstein, Felix ","1"
"ANNB","381","Sem in Anatomy & Neurobiology","90069","A","SEM","M","50","10","12:00","13:00","    F   ","HSRF","400","Nishi, Rae ","1"
"ANPS","019","Ugr Hum Anatomy & Physiology","90032","A","LCLB","M","225","226","17:15","20:15","M       ","GIVN E","E131","Beneyto-Santonja, Monica ","4"
"ANPS","019","Ugr Hum Anatomy & Physiology","92168","B","LCLB","M","170","73","17:15","20:15","M       ","ROWELL","103","Beneyto-Santonja, Monica ","4"
"ANPS","019","Ugr Hum Anatomy & Physiology","93986","ZRA","LCLB","C","25","20","17:15","20:15","M       ","GIVN E","E131","Beneyto-Santonja, Monica ","4"
"ANPS","019","Ugr Hum Anatomy & Physiology","93987","ZRB","LCLB","C","25","16","17:15","20:15","M       ","ROWELL","103","Beneyto-Santonja, Monica ","4"
"ANTH","021","D2: Cultural Anthropology","93831","A","LEC","M","155","151","14:30","15:45"," T  R    ","WILLMS","301","Shea, Jeanne Laraine","3"
"ANTH","021","D2: Cultural Anthropology","93832","B","LEC","M","155","136","15:00","15:50","M  W  F   ","WILLMS","301","Steinberg, Jonah ","3"
"ANTH","021","D2: Cultural Anthropology","93833","C","LEC","M","155","153","09:35","10:25","M  W  F   ","ML SCI","235","Mares, Teresa ","3"
"ANTH","021","D2: Cultural Anthropology","93834","D","LEC","M","155","114","08:30","09:45"," T  R    ","WILLMS","301","Matter, Scott ","3"
"ANTH","021","D2: Cultural Anthropology","94641","OL1","ONL","C","15","11","TBA","","       ","ONLINE","COURSE","Steinberg, Jonah ","3"
"ANTH","021","D2: Cultural Anthropology","94280","ZRA","LEC","C","5","5","14:30","15:45"," T  R    ","WILLMS","301","Shea, Jeanne Laraine","3"
"ANTH","021","D2: Cultural Anthropology","94281","ZRB","LEC","C","5","5","15:00","15:50","M  W  F   ","WILLMS","301","Steinberg, Jonah ","3"
"ANTH","021","D2: Cultural Anthropology","94282","ZRC","LEC","C","5","4","09:35","10:25","M  W  F   ","ML SCI","235","Mares, Teresa ","3"
"ANTH","021","D2: Cultural Anthropology","94283","ZRD","LEC","C","5","2","08:30","09:45"," T  R    ","WILLMS","301","Matter, Scott ","3"
"ANTH","024","D2: Prehistoric Archaeology","93835","A","LEC","M","155","157","13:55","14:45","M  W  F   ","WILLMS","301","Van Keuren, Scott ","3"
"ANTH","024","D2: Prehistoric Archaeology","94284","ZRA","LEC","C","5","3","13:55","14:45","M  W  F   ","WILLMS","301","Van Keuren, Scott ","3"
"ANTH","026","Biological  Anthropology","94643","Z1","LEC","C","20","11","17:30","20:00","   R    ","WILLMS","511","Blom, Deborah Eileen","3"
"ANTH","028","D2: Linguistic Anthropology","93836","A","LEC","M","155","145","15:00","15:50","M  W  F   ","ROWELL","103","Dickinson, Jennifer A.","3"
"ANTH","028","D2:TAP:Linguistic Anthropology","93837","B","LEC","M","18","18","10:40","11:30","M  W  F   ","L/L-B","B101","Manetta, Emily ","3"
"ANTH","028","D2: Linguistic Anthropology","94655","OL1","ONL","C","20","16","TBA","","       ","ONLINE","COURSE","Dickinson, Jennifer A.","3"
"ANTH","028","D2: Linguistic Anthropology","94285","ZRA","LEC","C","5","5","15:00","15:50","M  W  F   ","ROWELL","103","Dickinson, Jennifer A.","3"
"ANTH","059","D2:ISSP: Culture & Environment","93838","A","LEC","M","30","28","13:55","14:45","M  W  F   ","WILLMS","511","Vivanco, Luis Antonio","3"
"ANTH","095","TAP:Bioarchaeology of Ident","93839","A","LEC","M","18","17","13:00","14:15"," T  R    ","WILLMS","511","Blom, Deborah Eileen","3"
"ANTH","095","TAP: Writing and Anthropology","93840","B","LEC","M","18","17","09:35","10:25","M  W  F   ","WILLMS","511","Steinberg, Jonah ","3"
"ANTH","142","Introduction to Syntax","93844","A","LEC","M","40","10","13:55","14:45","M  W  F   ","KALKIN","001","Manetta, Emily ","3"
"ANTH","160","D1: North American Indians","93845","A","LEC","M","169","166","17:30","18:45"," T  R    ","WILLMS","301","Robinson, Francis Wanton","3"
"ANTH","160","D1: North American Indians","94286","ZRA","LEC","C","6","5","17:30","18:45"," T  R    ","WILLMS","301","Robinson, Francis Wanton","3"
"ANTH","162","D2: Cultures of Africa","93846","A","LEC","M","40","40","11:30","12:45"," T  R    ","LAFAYE","L311","Matter, Scott ","3"
"ANTH","166","D2: Peoples of the Middle East","93847","A","LEC","M","40","40","16:00","17:15"," T  R    ","LAFAYE","L302","Smith, Elizabeth A.","3"
"ANTH","174","Culture  Health and Healing","93848","A","LEC","M","40","37","10:00","11:15"," T  R    ","AIKEN","110","Shea, Jeanne Laraine","3"
"ANTH","195","Death  Burial and Culture","94623","A","LEC","M","40","39","16:00","17:15"," T  R    ","JEFFRD","127","Kroll Lerner, Ann M","3"
"ANTH","197","Readings & Research","93852","A","TD","M","10","5","TBA","","       ","","","Mares, Teresa ","1 to 6"
"ANTH","197","Readings & Research","93853","B","TD","M","10","4","TBA","","       ","","","Blom, Deborah Eileen","1 to 6"
"ANTH","197","Readings & Research","93854","C","TD","M","10","2","TBA","","       ","","","Vivanco, Luis Antonio","1 to 6"
"ANTH","197","Readings & Research","93855","D","TD","M","10","0","TBA","","       ","","","Dickinson, Jennifer A.","1 to 6"
"ANTH","197","Readings & Research","93856","E","TD","M","10","1","TBA","","       ","","","Steinberg, Jonah ","1 to 6"
"ANTH","197","Readings & Research","93857","F","TD","M","10","3","TBA","","       ","","","Van Keuren, Scott ","1 to 6"
"ANTH","197","Readings & Research","93858","G","TD","M","10","0","TBA","","       ","","","Crock, John Gordon","1 to 6"
"ANTH","197","Readings & Research","93859","H","TD","M","10","1","TBA","","       ","","","Manetta, Emily ","1 to 6"
"ANTH","197","Readings & Research","93860","I","TD","M","10","4","TBA","","       ","","","Smith, Elizabeth A.","1 to 6"
"ANTH","197","Readings & Research","93861","J","TD","M","10","4","TBA","","       ","","","Shea, Jeanne Laraine","1 to 6"
"ANTH","201","Practicum & Internship","93862","A","INTN","M","10","0","TBA","","       ","","","Blom, Deborah Eileen","1 to 12"
"ANTH","203","Tourism & Heritage","93849","A","LEC","M","25","22","10:00","11:15"," T  R    ","WILLMS","511","Smith, Elizabeth A.","3"
"ANTH","290","Meth of Ethnographic Field Wrk","93850","A","SEM","M","25","26","15:00","15:50","M  W  F   ","LAFAYE","L200","Mares, Teresa ","3"
"ANTH","295","Indigenous Rights","93851","A","LEC","M","25","23","14:30","15:45"," T  R    ","PERKIN","107","Matter, Scott ","3"
"ANTH","297","Advanced Readings & Research","93863","A","TD","M","10","0","TBA","","       ","","","Blom, Deborah Eileen","1 to 3"
"ARBC","001","Elementary Arabic I","92012","A","LEC","M","17","16","10:00","10:50"," T      ","KALKIN","300","Jonathan, Darius ","4"
"ARBC","001","Elementary Arabic I","92013","B","LEC","M","20","18","10:40","11:30","M  W  F   ","KALKIN","300","Jonathan, Darius ","4"
"ARBC","001","Elementary Arabic I","93809","ZRA","LEC","C","3","1","10:00","10:50"," T      ","KALKIN","300","Jonathan, Darius ","4"
"ARBC","051","Intermediate Arabic I","92014","A","LEC","M","18","8","13:00","13:50","   R    ","L/L-B","B102","Jonathan, Darius ","4"
"ARBC","051","Intermediate Arabic I","94288","ZRA","LEC","C","2","0","13:00","13:50","   R    ","L/L-B","B102","Jonathan, Darius ","4"
"ARBC","095","Aspects of Arabic Culture","94352","A","LEC","M","40","10","14:30","15:20","   R    ","LAFAYE","L102","Jonathan, Darius ","1"
"ARTH","005","Western Art:Ancient - Medieval","90713","A","LEC","M","164","113","09:35","10:25","M  W  F   ","WILLMS","301","Helmstutler-Di Dio, Kelley ","3"
"ARTH","005","Western Art:Ancient - Medieval","94289","ZRA","LEC","C","10","5","09:35","10:25","M  W  F   ","WILLMS","301","Helmstutler-Di Dio, Kelley ","3"
"ARTH","006","Western Art:Renaissance-Modern","90716","A","LEC","M","164","116","16:05","17:20","M  W     ","FLEMIN","101","Grudin, Anthony ","3"
"ARTH","006","Western Art:Renaissance-Modern","94290","ZRA","LEC","C","10","3","16:05","17:20","M  W     ","FLEMIN","101","Grudin, Anthony ","3"
"ARTH","096","TAP: Why Build That?","93785","A","LEC","M","18","10","11:30","12:45"," T  R    ","WATERM","402","Mierse, William Edwin","3"
"ARTH","149","Roman Art","93786","A","LEC","M","30","30","14:30","15:45"," T  R    ","WILLMS","402","Mierse, William Edwin","3"
"ARTH","165","Baroque Art","93787","A","LEC","M","30","30","11:45","12:35","M  W  F   ","WILLMS","402","Helmstutler-Di Dio, Kelley ","3"
"ARTH","179","Art in the 1960's","93791","A","LEC","M","30","31","08:00","09:15","M  W     ","WILLMS","402","Grudin, Anthony ","3"
"ARTH","180","N American Art 1600-1900","93792","A","LEC","M","30","29","10:40","11:30","M  W  F   ","WILLMS","402","Best, Makeda Djata","3"
"ARTH","187","D2: Chinese Painting","93794","A","LEC","M","30","12","10:00","11:15"," T  R    ","WILLMS","402","Seyller, John William","3"
"ARTH","188","D2: Indian Painting","93795","A","LEC","M","30","30","13:00","14:15"," T  R    ","WILLMS","402","Seyller, John William","3"
"ARTH","190","Internship: Art History","90768","A","INTN","M","15","4","17:10","20:10","  W     ","WILLMS","301","Dwyer, Nancy ","3"
"ARTH","198","Readings & Research","90769","A","TD","M","15","1","17:10","20:10","  W     ","WILLMS","301","Dwyer, Nancy ","3"
"ARTH","282","Sem: 19th C. Landscape Art","93793","A","SEM","M","15","12","12:50","15:50","  W     ","WILLMS","308","Best, Makeda Djata","3"
"ARTS","001","TAP:Drawing","91760","A","STD","M","15","17","12:50","14:40","M  W     ","WILLMS","309","Kent, Jane R.","3"
"ARTS","001","Drawing","90506","B","STD","M","16","16","12:50","14:40","M  W     ","WILLMS","416","Beltre, Mildred ","3"
"ARTS","001","Drawing","90507","C","STD","M","14","15","15:00","16:50","M  W     ","WILLMS","416","Beltre, Mildred ","3"
"ARTS","001","Drawing","91378","D","STD","M","14","14","08:30","10:20"," T  R    ","WILLMS","416","Davis, Cameron ","3"
"ARTS","001","Drawing","91379","E","STD","M","18","20","10:40","12:30"," T  R    ","WILLMS","416","Davis, Cameron ","3"
"ARTS","001","Drawing","90508","F","STD","M","18","18","12:50","14:40"," T  R    ","WILLMS","416","McDevitt, Margaret Kay","3"
"ARTS","001","Drawing","93798","G","STD","M","14","15","15:00","16:50"," T  R    ","WILLMS","416","McDevitt, Margaret Kay","3"
"ARTS","001","Drawing","93799","H","STD","M","16","14","17:10","19:00"," T  R    ","WILLMS","416","McDevitt, Margaret Kay","3"
"ARTS","001","Drawing","94291","ZRB","STD","C","2","3","12:50","14:40","M  W     ","WILLMS","416","Beltre, Mildred ","3"
"ARTS","001","Drawing","94292","ZRC","STD","C","4","2","15:00","16:50","M  W     ","WILLMS","416","Beltre, Mildred ","3"
"ARTS","001","Drawing","94293","ZRD","STD","C","4","3","08:30","10:20"," T  R    ","WILLMS","416","Davis, Cameron ","3"
"ARTS","001","Drawing","94294","ZRG","STD","C","4","3","15:00","16:50"," T  R    ","WILLMS","416","McDevitt, Margaret Kay","3"
"ARTS","001","Drawing","94295","ZRH","STD","C","2","2","17:10","19:00"," T  R    ","WILLMS","416","McDevitt, Margaret Kay","3"
"ARTS","002","Two-Dimensional Studies","90513","A","STD","M","18","17","12:50","14:40","M  W     ","WILLMS","305","Dye, Sean M.","3"
"ARTS","002","Two-Dimensional Studies","91870","B","STD","M","14","11","08:30","10:20"," T  R    ","WILLMS","305","Dye, Sean M.","3"
"ARTS","002","Two-Dimensional Studies","90509","C","STD","M","18","17","10:40","12:30"," T  R    ","WILLMS","305","Dye, Sean M.","3"
"ARTS","002","Two-Dimensional Studies","90510","D","STD","M","16","14","08:30","10:20","M  W     ","WILLMS","305","Davis, Cameron ","3"
"ARTS","002","Two-Dimensional Studies","90511","E","STD","M","16","16","15:00","16:50","M  W     ","WILLMS","305","McDevitt, Margaret Kay","3"
"ARTS","002","Two-Dimensional Studies","90687","G","STD","M","18","15","13:00","14:50"," T  R    ","WILLMS","305","Davis, Cameron ","3"
"ARTS","002","Two-Dimensional Studies","94296","ZRB","STD","C","2","1","08:30","10:20"," T  R    ","WILLMS","305","Dye, Sean M.","3"
"ARTS","002","Two-Dimensional Studies","94297","ZRD","STD","C","2","0","08:30","10:20","M  W     ","WILLMS","305","Davis, Cameron ","3"
"ARTS","002","Two-Dimensional Studies","94298","ZRE","STD","C","2","1","15:00","16:50","M  W     ","WILLMS","305","McDevitt, Margaret Kay","3"
"ARTS","003","TAP:Three-Dimensional Studies","92455","A","STD","M","15","15","16:05","17:55","M  W     ","WILLMS","206","Dwyer, Nancy ","3"
"ARTS","003","Three-Dimensional Studies","90514","B","STD","M","13","13","08:30","10:20"," T  R    ","WILLMS","207","Warren, Shelley ","3"
"ARTS","003","Three-Dimensional Studies","90515","C","STD","M","15","15","10:40","12:30"," T  R    ","WILLMS","207","Warren, Shelley ","3"
"ARTS","003","Three-Dimensional Studies","90516","D","STD","M","13","9","08:30","10:20","  W  F   ","WILLMS","207","Warren, Shelley ","3"
"ARTS","003","Three-Dimensional Studies","90695","E","STD","M","15","13","15:00","16:50","M  W     ","WILLMS","207","Haggart, Elizabeth Ann","3"
"ARTS","003","Three-Dimensional Studies","94300","ZRB","STD","C","2","1","08:30","10:20"," T  R    ","WILLMS","207","Warren, Shelley ","3"
"ARTS","003","Three-Dimensional Studies","94301","ZRD","STD","C","2","0","08:30","10:20","  W  F   ","WILLMS","207","Warren, Shelley ","3"
"ARTS","011","Introduction to Fine Metals","90517","A","STD","M","14","13","15:00","16:50","M  W     ","WILLMS","202","Peters, Laurie M.","3"
"ARTS","095","IFA:Experiment & Collaboration","93800","A","STD","M","18","13","08:30","10:20","M  W     ","WILLMS","416","McIntyre, Lynda Reeves","3"
"ARTS","095","Mxd-Media & Pastel Exploration","93927","B","STD","M","15","14","17:10","19:00","M  W     ","WILLMS","305","Dye, Sean M.","3"
"ARTS","095","Sculpture in Fabrics & Fibers","94613","C","STD","M","10","4","18:10","20:00"," T  R    ","WILLMS","207","Haggart, Elizabeth Ann","3"
"ARTS","095","Jewelry Perspectives","94574","Z1","STD","C","14","14","17:00","21:00"," T      ","WILLMS","202","Peters, Laurie M.","3"
"ARTS","095","Mxd-Media & Pastel Exploration","94521","ZRB","STD","C","3","3","17:10","19:00","M  W     ","WILLMS","305","Dye, Sean M.","3"
"ARTS","095","Sculpture in Fabrics & Fibers","94899","ZRC","ONL","C","5","0","18:10","20:00"," T  R    ","ONCMP","SEE NOTES","Haggart, Elizabeth Ann","3"
"ARTS","111","Fine Metals","91467","A","STD","M","14","7","12:50","14:40","M  W     ","WILLMS","202","Peters, Laurie M.","3"
"ARTS","113","Clay: Hand Building","91594","A","STD","M","18","19","10:40","12:30","M  W     ","WILLMS","106","Barringer, Hoyt ","3"
"ARTS","113","Clay: Hand Building","94573","Z1","STD","C","15","17","18:15","20:05","M  W     ","WILLMS","106","Bray, Susan Raber","3"
"ARTS","114","Clay: Wheel Throwing","90518","A","STD","M","16","16","13:55","15:45","M  W     ","WILLMS","106","Barringer, Hoyt ","3"
"ARTS","114","Clay: Wheel Throwing","90699","B","STD","M","16","14","10:00","11:50"," T  R    ","WILLMS","106","Barringer, Hoyt ","3"
"ARTS","114","Clay: Wheel Throwing","91790","C","STD","M","16","15","13:00","14:50"," T  R    ","WILLMS","106","Barringer, Hoyt ","3"
"ARTS","116","Drawing From the Figure","90519","A","STD","M","18","20","10:40","12:30","M  W     ","WILLMS","416","Campbell, Christine ","3"
"ARTS","121","Painting","90520","A","STD","M","15","15","09:35","11:25","M  W     ","WILLMS","213","Fraser, Pamela Lynn","3"
"ARTS","121","Painting","90521","B","STD","M","15","15","11:45","13:35","M  W     ","WILLMS","213","Fraser, Pamela Lynn","3"
"ARTS","121","Painting","90522","C","STD","M","15","15","08:30","10:20"," T  R    ","WILLMS","213","Budington, Steve ","3"
"ARTS","131","Printmaking: Etching","90523","A","STD","M","16","16","15:00","17:00","M  W     ","WILLMS","309","Kent, Jane R.","3"
"ARTS","132","Printmaking: Silkscreen","92480","A","STD","M","16","16","13:00","17:00"," T      ","WILLMS","309","Kent, Jane R.","3"
"ARTS","137","Photography","90524","A","STD","M","14","15","10:40","12:30","M  W     ","WILLMS","415","Shellenberger, Peter ","3"
"ARTS","137","Photography","92983","B","STD","M","14","12","10:00","11:50"," T  R    ","WILLMS","415","McDowell, William B.","3"
"ARTS","137","Photography","93801","C","STD","M","14","10","13:00","14:50"," T  R    ","WILLMS","415","McDowell, William B.","3"
"ARTS","138","Color Photography","90525","A","STD","M","14","16","15:25","17:15"," T  R    ","WILLMS","415","Shellenberger, Peter ","3"
"ARTS","139","Animation","91875","A","STD","M","15","16","13:55","15:45","  W  F   ","LAFAYE","L308","Lyman, Theodore ","3"
"ARTS","141","Sculpture","90526","A","STD","M","14","6","10:55","12:45"," T  R    ","WILLMS","206","Schneider, Kathleen McGann","3"
"ARTS","141","Sculpture","90527","B","STD","M","14","7","10:40","12:30","  W  F   ","WILLMS","206","Warren, Shelley ","3"
"ARTS","141","Sculpture","90528","C","STD","M","14","14","12:50","14:40","M  W     ","WILLMS","206","Dwyer, Nancy ","3"
"ARTS","145","Graphic Design","90530","A","STD","M","15","14","10:40","12:30","M  W     ","WILLMS","305","McIntyre, Lynda Reeves","3"
"ARTS","148","Motion Picture Production","91877","A","STD","M","14","13","10:40","12:30","  W  F   ","LAFAYE","L308","Lyman, Theodore ","3"
"ARTS","191","Internship: Field Experience","90534","A","INTN","M","15","3","17:10","20:10","  W     ","ONCMP","SEE NOTES","Dwyer, Nancy ","3"
"ARTS","195","Transcultural Artmaking","93802","A","STD","M","15","12","08:30","10:20","M  W     ","WILLMS","308","Dwyer, Nancy ","3"
"ARTS","195","Scene Painting Concepts& Appl","94258","B","STD","M","4","3","15:00","18:00","  W     ","ONCMP","SEE NOTES","Modereger, Jeffrey Robin","3"
"ARTS","197","Rdgs&Rsch: Tutorial in Studio","90535","A","TD","M","15","2","17:10","20:10","  W     ","ONCMP","SEE NOTES","Dwyer, Nancy ","3"
"ARTS","215","Advanced Drawing","93803","A","STD","M","15","15","17:10","19:00","M  W     ","WILLMS","416","Beltre, Mildred ","3"
"ARTS","221","Advanced Painting","90531","A","STD","M","15","16","10:40","12:30"," T  R    ","WILLMS","213","Budington, Steve ","3"
"ARTS","237","Advanced Photography","90532","A","STD","M","14","13","12:50","16:50","  W     ","WILLMS","415","Shellenberger, Peter ","3"
"ARTS","241","Advanced Sculpture","90533","A","STD","M","14","9","15:10","17:00"," T  R    ","WILLMS","206","Schneider, Kathleen McGann","3"
"ARTS","281","Advanced Studies in Studio Art","90536","A","STD","M","15","2","17:10","20:10","  W     ","WILLMS","301","Dwyer, Nancy ","3"
"ARTS","295","Optimism & Levity in Ptg Prac","93926","A","STD","M","15","12","13:55","15:45","M  W     ","WILLMS","213","Fraser, Pamela Lynn","3"
"ASCI","001","Introductory Animal Sciences","90039","A","LEC","M","100","106","11:30","12:45"," T  R    ","LAFAYE","L207","Kerr, David E.","4"
"ASCI","001","Introductory Animal Sciences","90043","A01","LAB","M","20","21","12:50","15:50","M       ","JEFFRD","120","Kinghorn, Frances Anne","0"
"ASCI","001","Introductory Animal Sciences","90046","A02","LAB","M","20","21","13:00","16:00"," T      ","JEFFRD","101","Kinghorn, Frances Anne","0"
"ASCI","001","Introductory Animal Sciences","90048","A03","LAB","M","20","22","12:50","15:50","  W     ","JEFFRD","120","Kinghorn, Frances Anne","0"
"ASCI","001","Introductory Animal Sciences","90049","A04","LAB","M","20","21","13:00","16:00","   R    ","JEFFRD","101","Kinghorn, Frances Anne","0"
"ASCI","001","Introductory Animal Sciences","90051","A05","LAB","M","20","21","12:50","15:50","    F   ","JEFFRD","120","Kinghorn, Frances Anne","0"
"ASCI","006","Companion Animal Care & Mgmt","93418","A","LEC","M","80","66","13:00","14:15"," T  R    ","TERRIL","108","Erickson, Patricia ","3"
"ASCI","097","Introductory Special Topics","90053","A","LAB","M","10","0","TBA","","       ","ONCMP","SEE NOTES","Wright, Andre-Denis G.","0.5 to 15"
"ASCI","097","Horse Barn Coop","90092","B","LEC","M","18","16","16:05","16:55","M       ","MRC","EQ CTR","Wilkinson, Jennifer T.","1"
"ASCI","097","Intro Undergraduate Research","90093","C","LEC","M","10","1","TBA","","       ","","","Wright, Andre-Denis G.","0.5 to 15"
"ASCI","097","Understanding and Speaking Dog","95038","WD","LEC","C","1","1","TBA","","       ","","","","3"
"ASCI","097","Understanding and Speaking Dog","94679","Z1","LEC","C","20","18","18:15","21:15","  W     ","TERRIL","207","Shaw, Jamie ","3"
"ASCI","115","Introduction to Equine Studies","90094","A","LEC","M","20","19","14:30","16:30"," T      ","MRC","EQ CTR","Greene, Elizabeth Anne","4"
"ASCI","117","Horse Health and Disease","91584","A","LEC","M","51","52","11:45","12:35","M  W  F   ","KALKIN","003","Wilkinson, Jennifer T.","3"
"ASCI","117","Horse Health and Disease","93807","ZRA","LEC","C","4","3","11:45","12:35","M  W  F   ","KALKIN","003","Wilkinson, Jennifer T.","3"
"ASCI","121","Equus","90096","A","LEC","M","15","15","13:55","15:50","M       ","MRC","EQ CTR","Wilkinson, Jennifer T.","2 to 4"
"ASCI","122","Animals in Soc/Animal Welfare","92333","A","LEC","M","70","73","12:50","13:40","M  W  F   ","LAFAYE","L108","Purdie, Norman G","3"
"ASCI","135","CREAM","90097","A","LEC","M","16","15","18:30","20:30","M   R    ","MRC-CO","001","Purdie, Norman G","4"
"ASCI","141","Anat&Physiol Domestic Animals","90099","A","LEC","M","70","70","11:30","12:45"," T  R    ","TERRIL","108","Zhao, Feng-Qi ","4"
"ASCI","141","Anat&Physiol Domestic Animals","90100","A01","LAB","M","15","14","13:00","15:45"," T      ","JEFFRD","120","Kinghorn, Frances Anne","0"
"ASCI","141","Anat&Physiol Domestic Animals","90101","A02","LAB","M","15","15","08:30","11:30","  W     ","JEFFRD","120","Kinghorn, Frances Anne","0"
"ASCI","141","Anat&Physiol Domestic Animals","90102","A03","LAB","M","15","13","08:30","11:15","   R    ","JEFFRD","120","Kinghorn, Frances Anne","0"
"ASCI","141","Anat&Physiol Domestic Animals","90103","A04","LAB","M","15","14","13:00","15:45","   R    ","JEFFRD","120","Kinghorn, Frances Anne","0"
"ASCI","141","Anat&Physiol Domestic Animals","90104","A05","LAB","M","15","15","08:30","11:30","    F   ","JEFFRD","120","Kinghorn, Frances Anne","0"
"ASCI","141","Anat&Physiol Domestic Animals","93810","ZRA","LEC","C","5","1","11:30","12:45"," T  R    ","TERRIL","108","Zhao, Feng-Qi ","4"
"ASCI","155","FARMS Junior Planning Seminar","90105","A","SEM","M","18","7","16:00","17:30","   R    ","TERRIL","207","Davis, Josie H.","2"
"ASCI","156","FARMS Senior Planning Seminar","90106","A","SEM","M","18","4","16:00","17:30","   R    ","TERRIL","207","Davis, Josie H.","2"
"ASCI","171","Zoos  Exotics & Endang Species","90107","A","LEC","M","75","71","10:00","11:15"," T  R    ","TERRIL","108","Erickson, Patricia ","3"
"ASCI","171","Zoos  Exotics & Endang Species","93812","ZRA","LEC","C","5","0","10:00","11:15"," T  R    ","TERRIL","108","Erickson, Patricia ","3"
"ASCI","181","Animal Science Career Seminar","94237","A","SEM","M","80","64","10:40","11:30","  W     ","LAFAYE","L207","Erickson, Patricia ","1"
"ASCI","191","Teaching Assistants","90110","A","LCLB","M","25","7","TBA","","       ","","","Wright, Andre-Denis G.","0.5 to 15"
"ASCI","191","Intermediate Special Topics","91823","B","INTN","M","15","2","TBA","","       ","","","Wright, Andre-Denis G.","0.5 to 15"
"ASCI","191","Horse Barn Coop Exec.Committee","94424","C","SEM","M","5","4","TBA","","       ","ONCMP","SEE NOTES","Wilkinson, Jennifer T.","1"
"ASCI","191","CREAM Internship","94915","D","INTN","M","15","14","TBA","","       ","","","Purdie, Norman G","0.5 to 15"
"ASCI","195","Field Experience","93814","A","INTN","M","75","33","TBA","","       ","","","Kinghorn, Frances Anne","0.5 to 15"
"ASCI","197","Undergraduate Research","90109","A","RSCH","M","50","3","TBA","","       ","","","Wright, Andre-Denis G.","0.5 to 15"
"ASCI","216","Endocrinology","90111","A","LEC","M","28","14","10:00","11:15"," T  R    ","BLLNGS","MLK","Pan, Zhongzong ","3"
"ASCI","216","Endocrinology","93815","ZRA","LEC","C","2","0","10:00","11:15"," T  R    ","BLLNGS","MLK","Pan, Zhongzong ","3"
"ASCI","264","Clin Topics:Livestock Medicine","93816","A","LCLB","M","15","17","08:00","10:45","   R    ","MRC-CO","001","Blauwiekel, Ruth M.","3"
"ASCI","297","Advanced Special Topics","90112","A","LEC","M","50","1","TBA","","       ","","","Wright, Andre-Denis G.","0.5 to 15"
"ASCI","297","Teaching Assistants","90113","B","LEC","M","50","2","TBA","","       ","","","Wright, Andre-Denis G.","0.5 to 15"
"ASCI","297","Cream Advising","90114","C","LEC","M","20","3","TBA","","       ","","","Purdie, Norman G","0.5 to 15"
"ASCI","297","Student Leadership","90115","D","LEC","M","6","0","TBA","","       ","","","Wright, Andre-Denis G.","0.5 to 15"
"ASCI","297","Advanced Undergrad Research","90116","E","LEC","M","20","4","TBA","","       ","","","Wright, Andre-Denis G.","0.5 to 15"
"ASCI","301","ASCI Graduate Journal Club","90121","A","SEM","M","30","0","10:40","11:30","  W     ","TERRIL","317","Kraft, Jana ","1"
"ASCI","303","Research Proposal Writing","90122","A","RSCH","M","10","0","TBA","","       ","","","Kerr, David E.","1"
"ASCI","391","Master's Thesis Research","90123","A","TD","M","50","0","TBA","","       ","","","Wright, Andre-Denis G.","1 to 10"
"ASL","001","American Sign Language I","91992","Z1","LEC","C","18","18","19:00","19:50"," T      ","TORREY","201","Lynch, Alex ","4"
"ASL","001","American Sign Language I","91993","Z2","LEC","C","18","17","15:00","15:50","  W     ","OMANEX","A304","Lynch, Alex ","4"
"ASL","001","American Sign Language I","91994","Z3","LEC","C","18","18","13:55","14:45","M       ","LAFAYE","L400","Bearman, Sandra L.","4"
"ASL","001","American Sign Language I","91995","Z4","LEC","C","18","18","17:30","18:20"," T      ","LAFAYE","L411","Bearman, Sandra L.","4"
"ASL","001","American Sign Language I","92704","Z5","LEC","C","18","16","14:30","15:45"," T  R    ","TORREY","201","Bearman, Sandra L.","4"
