 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor First,Instructor Last,Credits
CE,295,ST:Adv Soil Mechanics,94627,E,LEC,M,3,1,TBA,,       ,ONCMP,SEE NOTES,Mandar,Dewoolkar,3
CE,295,Transportation and Air Quality,93349,OL,LEC,M,30,6,TBA,,       ,ONLINE,SEE NOTES,Britt,Holmen,3
CE,295,Transportation and Air Quality,94561,OL1,LEC,C,30,0,TBA,,       ,ONLINE,SEE NOTES,Britt,Holmen,3
CE,391,Master Thesis Rsch,92190,A,TD,M,10,4,TBA,,       ,,,George,Pinder,1 to 12
CE,395,Advanced Special Topics,93352,A,TD,M,10,0,TBA,,       ,,,Britt,Holmen,1 to 6
CE,491,Doctoral Dissertation Research,92191,A,TD,M,10,8,TBA,,       ,,,Britt,Holmen,1 to 18
CHEM,023,Outline of General Chemistry,90154,A,LEC,M,152,149,18:15,21:15,  W     ,FLEMIN,101,Steve,Flemer Jr.,4
CHEM,023,Outline of General Chemistry,93544,B,LEC,M,128,127,18:15,21:15,  W     ,ROWELL,103,Steve,Flemer Jr.,4
CHEM,023,Outline of General Chemistry,90155,L01,LAB,M,22,22,12:50,15:35,M       ,COOK,A142,Steve,Flemer Jr.,0
CHEM,023,Outline of General Chemistry,90156,L02,LAB,M,22,22,12:50,15:35,M       ,COOK,A313,Steve,Flemer Jr.,0
CHEM,023,Outline of General Chemistry,90584,L03,LAB,M,22,21,17:10,19:55,M       ,COOK,A142,Steve,Flemer Jr.,0
CHEM,023,Outline of General Chemistry,90585,L04,LAB,M,22,20,17:10,19:55,M       ,COOK,A313,Steve,Flemer Jr.,0
CHEM,023,Outline of General Chemistry,90587,L05,LAB,M,22,22,13:00,15:45, T      ,COOK,A313,Steve,Flemer Jr.,0
CHEM,023,Outline of General Chemistry,90589,L06,LAB,M,22,22,17:30,20:15, T      ,COOK,A313,Steve,Flemer Jr.,0
CHEM,023,Outline of General Chemistry,90612,L07,LAB,M,22,22,08:30,11:15,  W     ,COOK,A313,Steve,Flemer Jr.,0
CHEM,023,Outline of General Chemistry,90618,L08,LAB,M,22,22,12:50,15:35,  W     ,COOK,A142,Steve,Flemer Jr.,0
CHEM,023,Outline of General Chemistry,90620,L09,LAB,M,22,22,12:50,15:35,  W     ,COOK,A313,Steve,Flemer Jr.,0
CHEM,023,Outline of General Chemistry,90621,L10,LAB,M,22,22,08:30,11:15,   R    ,COOK,A142,Steve,Flemer Jr.,0
CHEM,023,Outline of General Chemistry,90622,L11,LAB,M,22,21,08:30,11:15,   R    ,COOK,A313,Steve,Flemer Jr.,0
CHEM,023,Outline of General Chemistry,90623,L12,LAB,M,22,21,13:00,15:45,   R    ,COOK,A142,Steve,Flemer Jr.,0
CHEM,023,Outline of General Chemistry,92982,L14,LAB,M,22,22,17:30,20:15,   R    ,COOK,A142,Steve,Flemer Jr.,0
CHEM,023,Outline of General Chemistry,94104,Z1,LEC,C,3,3,18:15,21:15,  W     ,FLEMIN,101,Steve,Flemer Jr.,4
CHEM,023,Outline of General Chemistry,94105,Z2,LEC,C,3,2,18:15,21:15,  W     ,ROWELL,103,Steve,Flemer Jr.,4
CHEM,025,Outline of General Chemistry,92367,A,LEC,M,20,5,18:15,21:15,  W     ,FLEMIN,101,Steve,Flemer Jr.,3
CHEM,025,Outline of General Chemistry,92368,B,LEC,M,20,2,18:15,21:15,  W     ,ROWELL,103,Steve,Flemer Jr.,3
CHEM,031,General Chemistry 1,90626,A,LEC,M,206,202,19:00,21:45, T      ,ANGELL,B106,Erik,Ruggles,4
CHEM,031,General Chemistry 1,91963,B,LEC,M,206,206,19:00,21:45, T      ,ML SCI,235,Willem,Leenstra,4
CHEM,031,General Chemistry 1,92031,C,LEC,M,206,205,18:15,21:15,  W     ,ANGELL,B106,Erik,Ruggles,4
CHEM,031,General Chemistry 1,92042,D,LEC,M,169,159,19:00,21:45,   R    ,ANGELL,B106,John,Sharp,4
CHEM,031,General Chemistry 1,94519,E,LEC,M,100,101,19:00,21:45, T      ,ROWELL,103,Willem,Leenstra,4
CHEM,031,General Chemistry 1,90627,L01,LAB,M,22,22,12:50,15:35,M       ,COOK,A240,Erik,Ruggles,0
CHEM,031,General Chemistry 1,90628,L02,LAB,M,22,22,12:50,15:35,M       ,COOK,A241,Erik,Ruggles,0
CHEM,031,General Chemistry 1,90647,L03,LAB,M,22,22,12:50,15:35,M       ,COOK,A242,Erik,Ruggles,0
CHEM,031,General Chemistry 1,90655,L04,LAB,M,22,22,12:50,15:35,M       ,COOK,A340,Erik,Ruggles,0
CHEM,031,General Chemistry 1,90662,L05,LAB,M,22,22,12:50,15:35,M       ,COOK,A341,Erik,Ruggles,0
CHEM,031,General Chemistry 1,90665,L06,LAB,M,22,22,17:10,19:55,M       ,COOK,A240,Erik,Ruggles,0
CHEM,031,General Chemistry 1,90668,L07,LAB,M,22,21,17:10,19:55,M       ,COOK,A241,Erik,Ruggles,0
CHEM,031,General Chemistry 1,90672,L08,LAB,M,22,22,17:10,19:55,M       ,COOK,A242,Erik,Ruggles,0
CHEM,031,General Chemistry 1,90675,L09,LAB,M,22,21,17:10,19:55,M       ,COOK,A340,Erik,Ruggles,0
CHEM,031,General Chemistry 1,90676,L10,LAB,M,22,21,17:10,19:55,M       ,COOK,A341,Erik,Ruggles,0
CHEM,031,General Chemistry 1,90678,L11,LAB,M,22,21,08:30,11:15, T      ,COOK,A240,Erik,Ruggles,0
CHEM,031,General Chemistry 1,90688,L12,LAB,M,22,22,08:30,11:15, T      ,COOK,A241,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91247,L13,LAB,M,22,22,08:30,11:15, T      ,COOK,A242,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91248,L14,LAB,M,22,22,08:30,11:15, T      ,COOK,A341,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91249,L15,LAB,M,22,22,13:00,15:45, T      ,COOK,A240,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91250,L16,LAB,M,22,22,13:00,15:45, T      ,COOK,A241,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91251,L17,LAB,M,22,21,13:00,15:45, T      ,COOK,A242,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91252,L18,LAB,M,22,22,13:00,15:45, T      ,COOK,A340,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91253,L19,LAB,M,22,22,17:30,20:15, T      ,COOK,A240,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91257,L20,LAB,M,22,19,17:30,20:15, T      ,COOK,A241,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91258,L21,LAB,M,22,16,17:30,20:15, T      ,COOK,A242,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91260,L22,LAB,M,22,22,08:30,11:15,  W     ,COOK,A240,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91261,L23,LAB,M,22,22,08:30,11:15,  W     ,COOK,A242,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91263,L24,LAB,M,22,22,12:50,15:35,  W     ,COOK,A240,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91265,L25,LAB,M,22,21,12:50,15:35,  W     ,COOK,A241,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91267,L26,LAB,M,22,21,12:50,15:35,  W     ,COOK,A242,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91268,L27,LAB,M,22,21,12:50,15:35,  W     ,COOK,A340,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91270,L28,LAB,M,22,22,08:30,11:15,   R    ,COOK,A240,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91272,L29,LAB,M,22,22,08:30,11:15,   R    ,COOK,A241,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91273,L30,LAB,M,22,22,08:30,11:15,   R    ,COOK,A242,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91275,L31,LAB,M,22,21,08:30,11:15,   R    ,COOK,A341,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91278,L32,LAB,M,22,22,13:00,15:45,   R    ,COOK,A240,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91280,L33,LAB,M,22,22,13:00,15:45,   R    ,COOK,A241,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91281,L34,LAB,M,22,22,13:00,15:45,   R    ,COOK,A242,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91283,L35,LAB,M,22,22,13:00,15:45,   R    ,COOK,A340,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91285,L36,LAB,M,22,22,13:00,15:45,   R    ,COOK,A341,Erik,Ruggles,0
CHEM,031,General Chemistry 1,91286,L37,LAB,M,22,22,17:30,20:15,   R    ,COOK,A240,Erik,Ruggles,0
CHEM,031,General Chemistry 1,92983,L38,LAB,M,22,22,17:30,20:15,   R    ,COOK,A242,Erik,Ruggles,0
CHEM,031,General Chemistry 1,92984,L39,LAB,M,22,22,17:30,20:15,   R    ,COOK,A340,Erik,Ruggles,0
CHEM,031,General Chemistry 1,92993,L40,LAB,M,22,22,17:30,20:15,   R    ,COOK,A341,Erik,Ruggles,0
CHEM,031,General Chemistry 1,94526,L41,LAB,M,22,21,08:30,11:15,  W     ,COOK,A340,Erik,Ruggles,0
CHEM,031,General Chemistry 1,94527,L42,LAB,M,22,22,13:00,15:45, T      ,COOK,A341,Erik,Ruggles,0
CHEM,031,General Chemistry 1,94106,Z1,LEC,C,35,32,19:00,21:45,   R    ,ANGELL,B106,John,Sharp,4
CHEM,035,Gen Chemistry for Majors 1,91290,A,LEC,M,51,49,09:35,10:25,M  W  F   ,ROWELL,118,Christopher,Landry,4
CHEM,035,Gen Chemistry for Majors 1,91296,L01,LAB,M,17,17,12:50,15:35,  W     ,COOK,A141,Christopher,Landry,0
CHEM,035,Gen Chemistry for Majors 1,91299,L02,LAB,M,17,18,13:00,15:45,   R    ,COOK,A141,Christopher,Landry,0
CHEM,035,General Chemistry for Majors 1,93778,L03,LAB,M,17,14,17:30,20:15,   R    ,COOK,A141,Christopher,Landry,0
CHEM,039,Introduction to Research,91302,A,LEC,M,5,5,TBA,,       ,,,Matthias,Brewer,2
CHEM,095,Global Energy Prospective,93666,A,LEC,M,40,12,16:00,17:15,   R    ,LAFAYE,L200,Rory,Waterman,1
CHEM,121,Quantitative Analysis,91316,A,LEC,M,48,45,12:50,13:40,M  W  F   ,ANGELL,B112,Giuseppe,Petrucci,4
CHEM,121,Quantitative Analysis,91320,A01,LAB,M,16,16,17:10,21:10,M       ,COOK,A141,Giuseppe,Petrucci,0
CHEM,121,Quantitative Analysis,91321,A02,LAB,M,16,13,13:00,17:00, T      ,COOK,A141,Giuseppe,Petrucci,0
CHEM,121,Quantitative Analysis,91332,A03,LAB,M,16,16,17:30,21:30, T      ,COOK,A142,Giuseppe,Petrucci,0
CHEM,141,Organic Chemistry 1,91333,A,LEC,M,179,179,18:15,21:15,  W     ,ML SCI,235,Alexander,Wurthmann,4
CHEM,141,Organic Chemistry 1,92217,B,LEC,M,144,140,18:15,21:15,  W     ,VOTEY,105,Alexander,Wurthmann,4
CHEM,141,Organic Chemistry 1,91334,L01,LAB,M,22,21,12:50,15:35,M       ,COOK,A338,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,91336,L02,LAB,M,22,22,12:50,15:35,M       ,COOK,A339,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,91337,L03,LAB,M,22,22,17:10,19:55,M       ,COOK,A338,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,91338,L04,LAB,M,22,22,17:10,19:55,M       ,COOK,A339,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,91339,L05,LAB,M,22,22,08:30,11:15, T      ,COOK,A338,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,91342,L06,LAB,M,22,22,13:00,15:45, T      ,COOK,A338,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,91348,L07,LAB,M,22,22,17:30,20:15, T      ,COOK,A338,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,91350,L08,LAB,M,22,22,17:30,20:15, T      ,COOK,A339,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,91353,L09,LAB,M,22,22,08:30,11:15,  W     ,COOK,A338,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,93779,L10,LAB,M,22,21,08:30,11:15,  W     ,COOK,A339,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,91356,L11,LAB,M,22,22,12:50,15:35,  W     ,COOK,A338,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,91359,L12,LAB,M,22,23,12:50,15:35,  W     ,COOK,A339,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,91361,L13,LAB,M,22,22,08:30,11:15,   R    ,COOK,A338,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,92994,L14,LAB,M,22,21,13:00,15:45,   R    ,COOK,A338,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,93673,L15,LAB,M,22,22,17:30,20:15,   R    ,COOK,A338,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,94475,L16,LAB,M,22,22,17:30,20:15,   R    ,COOK,A338,Alexander,Wurthmann,0
CHEM,141,Organic Chemistry 1,94113,Z1,LEC,C,12,13,18:15,21:15,  W     ,ML SCI,235,Alexander,Wurthmann,4
CHEM,141,Organic Chemistry 1,94114,Z2,LEC,C,17,18,18:15,21:15,  W     ,VOTEY,105,Alexander,Wurthmann,4
CHEM,143,Organic Chemistry for Majors 1,91463,A,LEC,M,32,30,10:40,11:30,M  W  F   ,ANGELL,B203,Martin,Case,4
CHEM,143,Organic Chemistry for Majors 1,91479,L01,LAB,M,16,14,13:00,15:45, T      ,COOK,A339,Martin,Case,0
CHEM,143,Organic Chemistry for Majors 1,91480,L02,LAB,M,16,16,13:00,15:45,   R    ,COOK,A339,Martin,Case,0
CHEM,146,Advanced Organic Laboratory,91487,A,LAB,M,12,11,13:00,17:00, T  R    ,COOK,A305,Matthias,Brewer,2
CHEM,161,Quantum Chemistry,91488,A,LEC,M,30,6,09:35,10:25,M  W  F   ,ANGELL,B203,Willem,Leenstra,3
CHEM,167,Physical Chemistry Preparation,91494,A,LEC,M,30,4,16:05,17:20,M  W     ,ANGELL,B203,Willem,Leenstra,1
CHEM,202,Advanced Chemistry Laboratory,91499,A,LCLB,M,14,13,13:55,14:45,M    F   ,ANGELL,B104,William,Geiger Jr,2
CHEM,205,Biochemistry I,91513,A,LEC,M,33,32,10:40,11:30,M  W  F   ,ANGELL,B112,Jose,Madalengoitia,3
CHEM,205,Biochemistry I,94115,Z1,LEC,C,20,18,10:40,11:30,M  W  F   ,ANGELL,B112,Jose,Madalengoitia,3
CHEM,225,Electroanalytical Chemistry,93691,A,LEC,M,30,3,10:00,11:15, T  R    ,ANGELL,B203,William,Geiger Jr,3
CHEM,231,Advanced Inorganic Chemistry,91531,A,LEC,M,30,17,11:45,12:35,M  W  F   ,ANGELL,B203,Rory,Waterman,3
CHEM,241,Advanced Organic Chemistry 1,91534,A,LEC,M,30,24,08:30,09:20,M  W  F   ,ANGELL,B203,Stephen,Waters,3
CHEM,251,Physical Organic Chemistry,93829,A,LEC,M,30,10,08:30,09:45, T  R    ,ANGELL,B203,Thomas,Hughes,3
CHEM,282,Senior Seminar,91536,A,SEM,M,10,2,TBA,,       ,,,Dwight,Matthews,1
CHEM,291,Undergraduate Research,92387,A,LEC,M,40,16,TBA,,       ,,,Dwight,Matthews,1 to 4
CHEM,318,Current Topics in Chemistry,93039,A,DIS,M,20,8,TBA,,       ,,,Giuseppe,Petrucci,0 or 1
CHEM,318,Current Topics in Chemistry,93040,B,DIS,M,20,7,TBA,,       ,,,Rory,Waterman,0 or 1
CHEM,318,Current Topics in Chemistry,93041,C,DIS,M,20,12,TBA,,       ,,,Stephen,Waters,0 or 1
CHEM,381,Grad Seminar,92354,A,SEM,M,75,14,11:30,12:45, T  R    ,ANGELL,B112,Jose,Madalengoitia,1
CHEM,391,Master's Thesis Research,91958,A,TD,M,20,1,TBA,,       ,,,Dwight,Matthews,1 to 18
CHEM,488,Rsch Prob Conception&Solution,92744,A,LEC,M,20,6,TBA,,       ,,,Jose,Madalengoitia,1
CHEM,491,Doctoral Dissertation Research,91959,A,TD,M,60,34,TBA,,       ,,,Dwight,Matthews,1 to 18
CHIN,001,Elementary,92028,A,LCDS,M,18,7,08:30,09:20, T      ,L/L-D,D107,Diana,Sun,4
CHIN,001,Elementary,92135,B,LCDS,M,18,16,10:00,10:50, T      ,L/L-D,D107,Diana,Sun,4
CHIN,001,Elementary,91962,C,LCDS,M,18,16,15:00,15:50,M  W  F   ,L/L-A,A102,Diana,Sun,4
CHIN,001,Elementary,92873,D,LCDS,M,18,14,17:30,18:20, T  R    ,L/L-A,A162,Huili,Sun,4
CHIN,001,Elementary,93521,Z1,LCDS,C,2,0,08:30,09:20, T      ,L/L-D,D107,Diana,Sun,4
CHIN,001,Elementary,93523,Z2,LCDS,C,2,2,10:00,10:50, T      ,L/L-D,D107,Diana,Sun,4
CHIN,001,Elementary,93547,Z3,LCDS,C,2,2,15:00,15:50,M  W  F   ,L/L-A,A102,Diana,Sun,4
CHIN,001,Elementary,93548,Z4,LCDS,C,2,2,17:30,18:20,   R    ,L/L-A,A162,Huili,Sun,4
CHIN,020,Chinese Characters,92427,A,LEC,M,80,59,18:15,19:05,M       ,L/L CM,315,Jing-hua,Yin,1
CHIN,051,Intermediate,92149,A,LCDS,M,20,22,10:40,11:30,M  W  F   ,L/L-D,D107,Jing-hua,Yin,4
CHIN,051,Intermediate,92165,B,LCDS,M,19,18,17:30,18:20, T  R    ,L/L-A,A101,Jing-hua,Yin,4
CHIN,051,Intermediate,94338,Z1,LEC,C,1,1,17:30,18:20, T  R    ,L/L-A,A101,Jing-hua,Yin,4
CHIN,101,Advanced Chinese,92173,A,LEC,M,18,12,13:00,14:15, T  R    ,L/L-B,B102,Diana,Sun,3
CHIN,195,Conversational Chinese,93552,A,LEC,M,18,15,12:50,13:40,M       ,479 MN,102,Diana,Sun,1
CHIN,201,Adv Conversation & Composition,92174,A,LEC,M,18,6,14:30,15:45, T  R    ,L/L-A,A162,Huili,Sun,3
CHIN,295,Advanced Special Topics,93553,A,LEC,M,18,6,10:00,11:15, T  R    ,L/L-A,A102,Jing-hua,Yin,3
CLAS,015,Tap:From Letters to Literature,93361,A,LEC,M,20,11,10:00,11:15, T  R    ,WATERM,456,Robert,Rodgers,3
CLAS,022,Etymology,93351,A,LEC,M,51,42,14:30,15:45, T  R    ,ROWELL,118,Jacques,Bailly,3
CLAS,022,Etymology,93485,Z1,LEC,C,2,2,14:30,15:45, T  R    ,ROWELL,118,Jacques,Bailly,3
CLAS,023,Classical Roman Civilization,93357,A,LEC,M,50,27,11:30,12:45, T  R    ,VOTEY,207,Walter,Roberts III,3
CLAS,024,Myths/Legends Trojan War,93356,A,LEC,M,109,105,16:00,17:15, T  R    ,VOTEY,105,Robert,Rodgers,3
CLAS,024,Myths/Legends Trojan War,93486,Z1,LEC,C,4,4,16:00,17:15, T  R    ,VOTEY,105,Robert,Rodgers,3
CLAS,095,TAP: Ancient Egypt Thru Ages,93359,A,LEC,M,21,22,09:35,10:25,M  W  F   ,WATERM,455,Brian,Walsh,3
CLAS,095,TAP: Emperor and Slave,93360,B,LEC,M,20,17,11:30,12:45, T  R    ,WATERM,456,Jacques,Bailly,3
CLAS,095,TAP: The Ides of March,93398,C,LEC,M,21,19,10:00,11:15, T  R    ,VOTEY,223,Barbara,Rodgers,3
CLAS,154,Stories and Histories,93362,A,LEC,M,40,33,11:45,12:35,M  W  F   ,LAFAYE,L311,Brian,Walsh,3
CLAS,197,Readings & Research,94352,A,TD,M,1,1,TBA,,       ,,,Barbara,Rodgers,1 to 3
CLAS,201,Senior Seminar In Classics,94173,A,SEM,M,10,6,14:30,15:45, T  R    ,481 MN,207,John,Franklin,3
CLAS,295,History of Rome,94658,B,LEC,M,1,1,11:30,12:45, T  R    ,VOTEY,207,Walter,Roberts III,3
CLBI,295,Stem Cells & Regenerative Med,94530,A,LEC,M,30,3,14:00,15:15, T  R    ,HSRF,300,Jeffrey,Spees,2
CLBI,295,Principles of Lung Biology,94565,B,LEC,M,20,8,13:00,15:00,  W     ,HSRF,300,Matthew,Poynter,3
CLBI,301,Cell Biology,92021,A,LEC,M,30,30,10:00,11:15, T  R    ,HSRF,400,Alan,Howe,3
CLBI,381,Seminar,92022,A,SEM,M,60,8,11:30,12:45, T      ,L/L CM,315,Matthew,Poynter,1
CLBI,391,Master's Thesis Research,92023,A,TD,M,5,0,TBA,,       ,,,Mary,Tierney,1 to 12
CLBI,395,Towards Career Success in Sci,94564,A,LEC,M,20,3,15:00,17:00,  W     ,HSRF,300,Charles,Irvin,2
CLBI,491,Doctoral Dissertation Research,92024,A,TD,M,50,31,TBA,,       ,,,Mary,Tierney,1 to 12
CMSI,001,American Sign Language I,94079,Z1,LEC,C,16,16,16:05,17:20,M  W     ,ANGELL,B104,Sandra,Bearman,4
CMSI,001,American Sign Language I,94080,Z2,LEC,C,16,16,18:15,19:30,M  W     ,ROWELL,115,Sandra,Bearman,4
CMSI,001,American Sign Language I,94082,Z3,LEC,C,16,16,14:30,15:45, T  R    ,WATERM,456,Sandra,Bearman,4
CMSI,001,American Sign Language I,94084,Z4,LEC,C,16,17,17:30,18:45, T  R    ,OMANEX,A200,Sandra,Bearman,4
CMSI,001,American Sign Language I,94088,Z5,LEC,C,16,16,18:15,20:15,M  W     ,TORREY,201,Keri,Ogrizovich,4
CMSI,002,American Sign Language II,94090,Z1,LEC,C,16,15,19:00,20:15, T  R    ,LAFAYE,L102,Keri,Ogrizovich,4
CMSI,051,American Sign Language III,94093,Z1,LEC,C,16,14,16:00,17:15, T  R    ,OMANEX,A200,Keri,Ogrizovich,3
CMSI,051,American Sign Language III,94613,Z2,LEC,C,16,7,14:30,15:45, T  R    ,TORREY,203,Keri,Ogrizovich,3
CMSI,080,Introduction to Linguistics,91926,A,LEC,M,130,115,13:55,14:45,M  W  F   ,VOTEY,105,Maeve,Eberhardt,3
CMSI,080,Introduction to Linguistics,91932,OL1,LEC,C,25,27,TBA,,       ,ONLINE,SEE NOTES,Charles,Barasch,3
CMSI,095,TAP: Language/Law,93757,A,LEC,M,19,17,12:50,13:40,M  W  F   ,KALKIN,300,Julie,Roberts,3
CMSI,101,Speech & Hearing Science,92208,A,LEC,M,60,54,13:00,14:15, T  R    ,DEWEY,314,Barry,Guitar,4
CMSI,101,Speech & Hearing Science,94036,Z1,LEC,C,5,2,13:00,14:15, T  R    ,DEWEY,314,Barry,Guitar,4
CMSI,164,Structure of English Language,92255,A,LEC,M,30,34,08:30,09:20,M  W  F   ,DEWEY,314,Julie,Roberts,3
CMSI,195,Pragmatics,93773,A,ACT,M,20,11,13:55,14:45,M  W  F   ,KALKIN,300,Julie,Roberts,3
CMSI,195,D1:African Amer Lang&Culture,93740,B,LEC,M,50,35,15:00,15:50,M  W  F   ,VOTEY,207,Maeve,Eberhardt,3
CMSI,195,American Sign Language V,94095,Z1,LEC,C,10,9,17:30,18:45, T  R    ,LAFAYE,L307,Keri,Ogrizovich,3
CMSI,197,Peer Advising,90112,A,LEC,M,10,24,TBA,,       ,,,Barry,Guitar,1 to 6
CMSI,197,Readings & Research,92045,B,LEC,M,5,3,TBA,,       ,,,Barry,Guitar,1 to 6
CMSI,197,Readings & Research,94606,Z1,TD,C,2,2,TBA,,       ,OFFCMP,SEE NOTES,Kathleen,Ross,3
CMSI,262,Measurement of Comm Processes,92266,A,LEC,M,40,32,11:30,12:45, T  R    ,VOTEY,209,Tiffany,Hutchins,4
CMSI,271,Introduction to Audiology,92272,A,LEC,M,29,32,08:30,09:45, T  R    ,LAFAYE,L311,Elizabeth,Adams,3
CMSI,281,Cognitive Neuroscience,92295,A,LEC,M,37,37,14:30,15:45, T  R    ,KALKIN,325,Tiffany,Hutchins,3
CMSI,281,Cognitive Neuroscience,94037,Z1,LEC,C,3,2,14:30,15:45, T  R    ,KALKIN,325,Tiffany,Hutchins,3
CMSI,284,Augmentative Communication,93768,DL1,LEC,C,15,15,17:30,20:15, T      ,OFFCMP,SEE NOTES,Mary,Favro,3
CMSI,284,Augmentative Communication,92304,Z1,LEC,C,24,17,17:30,20:15, T      ,LAFAYE,L400,Mary,Favro,3
CMSI,291,Clinical Study,92306,A,LEC,M,29,22,12:50,13:40,M       ,POMERO,304,Gayle,Belin,1 to 2
CMSI,291,Clinical Study,92312,B,LEC,M,20,11,17:10,20:10,  W     ,POMERO,304,Moira,Mulligan,1 to 2
CMSI,295,Research Modules,93720,A,LEC,M,20,9,13:55,15:50,M       ,POMERO,304,Tiffany,Hutchins,0
CMSI,295,Com Based Assessment Practic,93709,Z1,LEC,C,5,0,TBA,,       ,ONCMP,SEE NOTES,Patricia,Prelock,3
CMSI,295,Interdisciplinary Res Practic,93715,Z2,LEC,C,2,2,TBA,,       ,ONCMP,SEE NOTES,Patricia,Prelock,3
CMSI,310,Clinic Preparation&Management,92317,A,LEC,M,20,22,09:35,12:35,    F   ,POMERO,304,Moira,Mulligan,3
CMSI,311,Intrdsc Sem Neurodev Disabil I,92339,A,SEM,M,10,10,17:30,20:15,   R    ,WATERM,427,Jean,Beatson,3
CMSI,311,Intrdsc Sem Neurodev Disabil I,93747,Z1,SEM,C,3,2,17:30,20:15,   R    ,WATERM,427,Jean,Beatson,3
CMSI,311,Intrdsc Sem Neurodev Disabil I,93754,Z2,SEM,C,10,8,17:30,20:15,   R    ,WATERM,427,Elizabeth,Adams,3
CMSI,381,Stuttering Bootcamp,92327,A,LEC,M,38,34,TBA,,       ,,,Barry,Guitar,1
CMSI,381,Advanced Readings,92336,B,LEC,M,5,0,TBA,,       ,,,Michael,Cannizzaro,1 to 3
CMSI,383,Seminar Lang/Lrng Disabilities,92353,A,LEC,M,22,21,17:10,20:10,  W     ,LAFAYE,L400,Patricia,Prelock,3
CMSI,383,Seminar Lang/Lrng Disabilities,93765,DL1,LEC,C,15,12,17:10,20:10,  W     ,OFFCMP,SEE NOTES,Patricia,Prelock,3
CMSI,383,Seminar Lang/Lrng Disabilities,93764,Z1,LEC,C,2,1,17:10,20:10,  W     ,LAFAYE,L400,Patricia,Prelock,3
CMSI,384,Spch Snd Disorders in Children,92897,A,LEC,M,21,22,11:30,12:45, T  R    ,POMERO,304,Catherine,Lavigne,3
CMSI,384,Spch Snd Disorders in Children,93704,Z1,LEC,C,2,1,11:30,12:45, T  R    ,POMERO,304,Catherine,Lavigne,3
CMSI,385,Voice Disorders,94458,A,LEC,M,18,9,17:10,20:10,M       ,POMERO,304,Gayle,Belin,3
CMSI,385,Voice Disorders,94483,Z1,LEC,C,2,1,17:10,20:10,M       ,POMERO,304,Gayle,Belin,3
CMSI,387,Language Disorders,92376,A,LEC,M,21,22,13:00,14:15, T  R    ,POMERO,304,Catherine,Lavigne,3
CMSI,387,Language Disorders,93705,Z1,LEC,C,2,1,13:00,14:15, T  R    ,POMERO,304,Catherine,Lavigne,3
CMSI,391,Master's Thesis Research,92337,A,TD,M,20,1,TBA,,       ,,,Michael,Cannizzaro,1 to 6
CMSI,392,NonThesis/CasePresentationRsch,92338,A,TD,M,20,1,TBA,,       ,,,Michael,Cannizzaro,1 to 6
CS,002,MS Office: Beyond the Basics,90992,A,LEC,M,42,33,10:40,11:30,M  W     ,DEWEY,314,Robert,Erickson,3
CS,002,MS Office: Beyond the Basics,90997,A01,LAB,M,25,14,10:40,12:35,   R    ,VOTEY,246,Robert,Erickson,0
