 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor First,Instructor Last,Credits
ALAN,051,D1:Intr ALANA US Ethnic Stdies,90564,A,LEC,M,35,35,09:35,10:25,M  W  F   ,WILLMS,402,Brian,Gilley,3
ANFS,395,Doctoral Seminar,93239,B,SEM,M,50,12,11:45,13:40,    F   ,TERRIL,108,Stephen,Pintauro,1 to 4
ANFS,395,Research Methods,93237,C,LEC,M,35,18,13:00,17:00,M       ,TERRIL,308,Stephen,Pintauro,3
ANFS,491,Doctoral Dissertation,90055,A,TD,M,20,12,TBA,,       ,,,John,Burke,1 to 18
ANNB,197,Undergrad Research,90107,A,RSCH,M,10,0,TBA,,       ,,,Cynthia,Forehand,1 to 6
ANNB,261,Neurobiology,92908,A,LEC,M,5,5,11:30,12:45, T  R    ,ML SCI,105,Eugene,Delay,3
ANNB,381,Sem in Anatomy & Neurobiology,90110,A,SEM,M,30,12,12:00,13:00,   R    ,HSRF,400,Cynthia,Forehand,1
ANNB,491,Doctoral Dissertation Research,90111,A,TD,M,20,0,TBA,,       ,,,Cynthia,Forehand,1 to 18
ANPS,019,Ugr Hum Anatomy & Physiology,90048,A,LEC,M,250,256,12:50,13:40,M  W  F   ,GIVN E,E131,Ellen,Cornbrooks,4
ANTH,021,D2: Human Cultures,91701,A,LEC,M,293,296,14:30,15:45, T  R    ,BLLNGS,LH,Cameron,Wesson,3
ANTH,021,TAP/D2:Human Cultures,91703,B,LEC,M,22,23,13:00,14:15, T  R    ,WILLMS,511,Elizabeth,Smith,3
ANTH,021,D2: Human Cultures,93684,C,LEC,M,160,157,08:30,09:20,M  W  F   ,FLEMIN,101,Robert,Gordon,3
ANTH,021,D2: Human Cultures,91702,Z1,LEC,C,5,6,14:30,15:45, T  R    ,BLLNGS,LH,Cameron,Wesson,3
ANTH,021,D2: Human Cultures,93686,Z2,LEC,C,5,5,08:30,09:20,M  W  F   ,FLEMIN,101,Robert,Gordon,3
ANTH,024,D2: Prehistoric Archaeology,91706,A,LEC,M,157,162,10:40,11:30,M  W  F   ,VOTEY,105,Scott,Van Keuren,3
ANTH,024,TAP/D2:Prehistoric Archaeology,91707,B,LEC,M,22,22,08:30,09:20,M  W  F   ,WILLMS,511,Scott,Van Keuren,3
ANTH,024,D2: Prehistoric Archaeology,93687,Z1,LEC,C,5,4,10:40,11:30,M  W  F   ,VOTEY,105,Scott,Van Keuren,3
ANTH,026,TAP:Biological  Anthropology,91708,A,LEC,M,22,22,10:00,11:15, T  R    ,WILLMS,511,Deborah,Blom,3
ANTH,026,Biological  Anthropology,93906,Z1,LEC,C,20,19,17:30,18:45, T  R    ,WILLMS,511,Deborah,Blom,3
ANTH,095,TAP: Going Abroad,93688,A,LEC,M,21,21,10:40,11:30,M  W  F   ,WILLMS,511,Robert,Gordon,3
ANTH,095,ISSP/D2:Cult&Global Prob,93690,B,LEC,M,30,30,10:40,11:30,M  W  F   ,BLLNGS,MLK,Luis,Vivanco,3
ANTH,140,Primates and Anthropology,91715,A,LEC,M,40,39,14:30,15:45, T  R    ,LAFAYE,L300,Deborah,Blom,3
ANTH,152,D2:Chinese Culture,93692,A,LEC,M,45,35,16:00,17:15, T  R    ,PERKIN,107,Jeanne,Shea,3
ANTH,160,D1: North American Indians,93693,A,LEC,M,160,160,13:55,14:45,M  W  F   ,ROWELL,103,Brian,Gilley,3
ANTH,160,D1: North American Indians,93694,Z1,LEC,C,5,5,13:55,14:45,M  W  F   ,ROWELL,103,Brian,Gilley,3
ANTH,180,D2: Psychological Anthropology,93695,A,LEC,M,45,47,13:00,14:15, T  R    ,PERKIN,107,Jeanne,Shea,3
ANTH,184,Street Children,94355,A,LEC,M,45,45,15:00,15:50,M  W  F   ,PERKIN,107,Jonah,Steinberg,3
ANTH,195,D2: Food and Culture,94178,B,LEC,M,10,10,08:30,09:20,M  W  F   ,HILLS,234,Amy,Trubek,4
ANTH,195,D2: Food and Culture Lab,94181,B01,LAB,M,5,5,09:35,12:20,M       ,ML SCI,233,Amy,Trubek,0
ANTH,195,D2: Food and Culture Lab,94182,B02,LAB,M,5,5,10:00,12:45, T      ,ML SCI,233,Amy,Trubek,0
ANTH,195,Anth of Third Wrld Development,93744,Z1,LEC,C,30,33,17:30,18:45, T  R    ,PERKIN,107,Lawrence,Ziegler-Otero,3
ANTH,197,Readings & Research,92704,A,INTN,M,10,4,TBA,,       ,,,Cameron,Wesson,1 to 6
ANTH,197,Readings & Research,92705,B,INTN,M,10,2,TBA,,       ,,,Deborah,Blom,1 to 6
ANTH,197,Readings & Research,92706,C,INTN,M,10,1,TBA,,       ,,,Brian,Gilley,1 to 6
ANTH,197,Readings & Research,92707,D,INTN,M,10,2,TBA,,       ,,,Luis,Vivanco,1 to 6
ANTH,197,Readings & Research,92708,E,INTN,M,10,4,TBA,,       ,,,Robert,Gordon,1 to 6
ANTH,197,Readings & Research,92709,F,INTN,M,10,1,TBA,,       ,,,Elizabeth,Smith,1 to 6
ANTH,197,Readings & Research,92710,G,INTN,M,10,0,TBA,,       ,,,Jennifer,Dickinson,1 to 6
ANTH,197,Readings & Research,92711,H,INTN,M,10,4,TBA,,       ,,,Jeanne,Shea,1 to 6
ANTH,197,Readings & Research,92712,I,INTN,M,10,0,TBA,,       ,,,Jonah,Steinberg,1 to 6
ANTH,197,Readings & Research,92713,J,INTN,M,10,7,TBA,,       ,,,Scott,Van Keuren,1 to 6
ANTH,197,Readings & Research,92714,K,INTN,M,10,0,TBA,,       ,,,Emily,Manetta,1 to 6
ANTH,197,Readings & Research,92715,L,INTN,M,10,1,TBA,,       ,,,John,Crock,1 to 6
ANTH,197,Readings & Research,93713,M,INTN,M,10,0,TBA,,       ,,,Benjamin,Eastman,1 to 6
ANTH,200,Field Work in Archaeology,93700,A,LEC,M,10,8,08:30,09:20,M  W  F   ,WILLMS,511,Cameron,Wesson,6
ANTH,201,Practicum & Internship,91746,A,LEC,M,10,3,TBA,,       ,,,Cameron,Wesson,1 to 12
ANTH,225,Anthropological Theory,91736,A,LEC,M,25,26,08:30,09:45, T  R    ,LAFAYE,L308,Benjamin,Eastman,3
ANTH,225,Anthropological Theory,94471,B,LEC,M,20,24,08:30,09:45, T  R    ,WILLMS,511,Cameron,Wesson,3
ANTH,295,Tourism and Heritage,93702,A,LEC,M,25,17,16:00,17:15, T  R    ,LAFAYE,L308,Elizabeth,Smith,3
ANTH,295,Anthropology of Media,93703,B,LEC,M,25,25,15:00,15:50,M  W  F   ,LAFAYE,L308,Luis,Vivanco,3
ANTH,295,Power  Culture and Feminism,94235,OL1,LEC,C,25,23,TBA,,       ,ONLINE,SEE NOTES,Brian,Gilley,3
ANTH,297,Advanced Readings & Research,92716,A,TD,M,10,1,TBA,,       ,,,Cameron,Wesson,1 to 3
ARBC,095,Elementary Arabic I,93999,A,LEC,M,23,23,10:00,10:50, T      ,OMANEX,A202,Darius,Jonathan,4
ARBC,095,Elementary Arabic I,94000,B,LEC,M,23,21,10:40,11:30,M  W  F   ,L/L-B,B132,Darius,Jonathan,4
ARBC,095,Elementary Arabic I,94075,Z1,LEC,C,2,1,10:00,10:50, T      ,OMANEX,A202,Darius,Jonathan,4
ARBC,095,Elementary Arabic I,94076,Z2,LEC,C,2,2,10:40,11:30,M  W  F   ,L/L-B,B132,Darius,Jonathan,4
ARBC,096,Elementary Arabic II,94001,A,LEC,M,30,24,13:55,14:45,M  W  F   ,L/L-A,A101,Darius,Jonathan,4
ARTH,005,Western Art:Ancient - Medieval,91294,A,LEC,M,155,154,12:50,13:40,M  W  F   ,WILLMS,301,Kelley,Helmstutler-Di Dio,3
ARTH,005,Western Art:Ancient - Medieval,94020,Z1,LEC,C,5,4,12:50,13:40,M  W  F   ,WILLMS,301,Kelley,Helmstutler-Di Dio,3
ARTH,006,Western Art:Renaissance-Modern,91298,A,LEC,M,157,156,10:40,11:30,M  W  F   ,WILLMS,301,Pepper,Stetler,3
ARTH,006,Western Art:Renaissance-Modern,94021,Z1,LEC,C,3,2,10:40,11:30,M  W  F   ,WILLMS,301,Pepper,Stetler,3
ARTH,149,Roman Art,93368,A,LEC,M,30,22,17:30,18:45, T  R    ,WILLMS,402,William,Mierse,3
ARTH,155,Late Medieval Art,94435,A,LEC,M,30,30,11:30,12:45, T  R    ,WILLMS,402,Elizabeth,Guenther,3
ARTH,165,Italian Baroque,93369,A,LEC,M,30,28,10:40,11:30,M  W  F   ,WILLMS,402,Kelley,Helmstutler-Di Dio,3
ARTH,190,Internship: Art History,91375,A,INTN,M,15,2,17:35,19:35,  W     ,WILLMS,301,William,McDowell,3
ARTH,196,Art History Methods & Theories,93594,B,LEC,M,30,25,16:00,17:15, T  R    ,WILLMS,402,Anthony,Grudin,3
ARTH,196,Modernism & Post-Modernism,94387,C,LEC,M,30,32,13:00,14:15, T  R    ,WILLMS,402,Anthony,Grudin,3
ARTH,196,ARTH Research Asst,94636,D,LEC,M,1,1,TBA,,       ,ONCMP,SEE NOTES,William,McDowell,2
ARTH,196,ARTH Teaching Assistantship,94705,E,LEC,M,1,1,TBA,,       ,ONCMP,SEE NOTES,William,McDowell,2
ARTH,198,Readings & Research,91376,A,TD,M,15,0,17:35,19:35,  W     ,WILLMS,301,William,McDowell,3
ARTH,282,Seminar Bronze Age Eastern Med,91314,A,LEC,M,15,5,14:30,17:30,   R    ,WILLMS,308,William,Mierse,3
ARTS,001,TAP: Drawing,94275,A,STD,M,18,18,12:50,14:40,M  W     ,WILLMS,309,Jane,Kent,3
ARTS,001,Drawing,90875,B,STD,M,18,18,10:40,12:30,M  W     ,WILLMS,416,Mildred,Beltre,3
ARTS,001,Drawing,90876,C,STD,M,18,19,08:30,10:20, T  R    ,WILLMS,416,Shelley,Warren,3
ARTS,001,Drawing,92631,D,STD,M,18,19,15:00,16:50,M  W     ,WILLMS,416,Cameron,Davis,3
ARTS,001,Drawing,92633,E,STD,M,18,18,12:50,14:40, T  R    ,WILLMS,416,Shelley,Warren,3
ARTS,001,Drawing,90877,F,STD,M,15,16,17:10,19:00,M  W     ,WILLMS,416,Margaret,McDevitt,3
ARTS,001,Drawing,90878,G,STD,M,16,16,15:00,16:50, T  R    ,WILLMS,416,Shelley,Warren,3
ARTS,001,Drawing,94022,Z1,STD,C,3,4,17:10,19:00,M  W     ,WILLMS,416,Margaret,McDevitt,3
ARTS,001,Drawing,94023,Z2,STD,C,2,2,15:00,16:50, T  R    ,WILLMS,416,Shelley,Warren,3
ARTS,002,Two-Dimensional Studies,90883,A,STD,M,18,18,15:25,17:15, T  R    ,WILLMS,305,Sean,Dye,3
ARTS,002,Two-Dimensional Studies,90879,C,STD,M,18,18,10:55,12:45, T  R    ,WILLMS,305,Elizabeth,Haggart,3
ARTS,002,Two-Dimensional Studies,90880,D,STD,M,18,18,08:30,10:20,M  W     ,WILLMS,305,Sean,Dye,3
ARTS,002,Two-Dimensional Studies,90881,E,STD,M,18,17,08:30,10:20, T  R    ,WILLMS,305,Sean,Dye,3
ARTS,002,Two-Dimensional Studies,90882,F,STD,M,18,18,13:00,14:50, T  R    ,WILLMS,305,Sean,Dye,3
ARTS,002,Two-Dimensional Studies,91259,G,STD,M,18,19,15:00,16:50,M  W     ,WILLMS,305,Mildred,Beltre,3
ARTS,002,Two-Dimensional Studies,92628,H,STD,M,18,19,12:50,14:40,M  W     ,WILLMS,305,Cameron,Davis,3
ARTS,002,Two-Dimensional Studies,92630,I,STD,M,14,13,17:10,19:00,M  W     ,WILLMS,305,Elizabeth,Haggart,3
ARTS,002,Two-Dimensional Studies,94024,Z1,STD,C,4,4,17:10,19:00,M  W     ,WILLMS,305,Elizabeth,Haggart,3
ARTS,003,Three-Dimensional Studies,90884,A,STD,M,15,16,17:10,19:00,M  W     ,WILLMS,206,Nancy,Dwyer,3
ARTS,003,Three-Dimensional Studies,90885,B,STD,M,15,15,15:00,16:50,M  W     ,WILLMS,207,Margaret,McDevitt,3
ARTS,003,Three-Dimensional Studies,90886,C,STD,M,15,15,16:00,17:50, T  R    ,WILLMS,207,Elizabeth,Haggart,3
ARTS,003,Three-Dimensional Studies,90887,D,STD,M,15,13,08:30,10:20,  W  F   ,WILLMS,207,Shelley,Warren,3
ARTS,003,Three-Dimensional Studies,91271,E,STD,M,15,15,08:30,10:20, T  R    ,WILLMS,207,Margaret,McDevitt,3
ARTS,011,Introduction to Fine Metals,90888,A,STD,M,14,15,15:00,16:50,M  W     ,WILLMS,202,Laurie,Peters,3
ARTS,095,TAP: Photograph as Document,93643,A,STD,M,14,14,11:30,13:20, T  R    ,WILLMS,415,Thomas,Brennan,3
ARTS,095,IFA:Experm&Collaboration,94019,B,STD,M,18,16,08:30,10:20,  W     ,ONCMP,SEE NOTES,Lynda,McIntyre,3
ARTS,095,Jewelry Perspectives,93827,Z1,STD,C,14,14,17:00,21:00, T      ,WILLMS,202,Laurie,Peters,3
ARTS,095,Photography Methods,94292,Z2,STD,C,14,14,17:10,19:00,M  W     ,L/L CM,218,Ann,Barlow,3
ARTS,111,Fine Metals,92857,A,STD,M,14,9,12:50,14:40,M  W     ,WILLMS,202,Laurie,Peters,3
ARTS,113,Clay: Hand Building,93377,A,STD,M,18,17,09:35,11:25,M  W     ,WILLMS,106,Stephen,Carter,3
ARTS,113,Clay: Hand Building,94339,Z1,STD,C,18,20,17:10,19:00,M  W     ,WILLMS,106,Stephen,Carter,3
ARTS,114,Clay: Wheel Throwing,90891,A,STD,M,16,16,15:00,16:50,M  W     ,WILLMS,106,Stephen,Carter,3
ARTS,114,Clay: Wheel Throwing,91277,B,STD,M,16,17,10:00,11:50, T  R    ,WILLMS,106,Hoyt,Barringer,3
ARTS,114,Clay: Wheel Throwing,94393,D,STD,M,16,15,13:00,14:50, T  R    ,WILLMS,106,Hoyt,Barringer,3
ARTS,115,Intermediate Drawing,93378,A,STD,M,18,18,12:50,14:40,M  W     ,WILLMS,416,Mildred,Beltre,3
ARTS,116,Drawing From the Figure,90892,A,STD,M,18,18,10:40,12:30, T  R    ,WILLMS,416,Margaret,McDevitt,3
ARTS,121,Painting,90893,A,STD,M,15,18,10:40,12:30,M  W     ,WILLMS,213,Frank,Owen,3
ARTS,121,Painting,90894,B,STD,M,15,16,13:55,15:45,M  W     ,WILLMS,213,Frank,Owen,3
ARTS,121,Painting,90895,C,STD,M,15,15,08:30,10:20, T  R    ,WILLMS,213,Cameron,Davis,3
ARTS,121,Painting,90896,D,STD,M,15,15,10:40,12:30, T  R    ,WILLMS,213,Cameron,Davis,3
ARTS,131,Printmaking: Etching,90897,A,STD,M,16,17,16:05,17:55,M  W     ,WILLMS,309,Jane,Kent,3
ARTS,132,Printmaking: Silkscreen,90898,A,STD,M,16,17,13:00,17:00, T      ,WILLMS,309,Jane,Kent,3
ARTS,137,Photography,90899,A,STD,M,15,15,09:00,10:50, T  R    ,WILLMS,415,William,McDowell,3
ARTS,137,Photography,90900,B,STD,M,15,14,14:30,16:20, T  R    ,WILLMS,415,Tarrah,Krajnak,3
ARTS,137,Photography,93667,C,STD,M,15,14,16:55,18:45, T  R    ,WILLMS,415,Tarrah,Krajnak,3
ARTS,138,Color Photography,90901,A,STD,M,14,14,10:40,12:30,M  W     ,WILLMS,415,Thomas,Brennan,3
ARTS,141,Sculpture,90903,A,STD,M,14,14,10:40,12:30,M  W     ,WILLMS,206,Nancy,Dwyer,3
ARTS,141,Sculpture,90904,B,STD,M,14,14,12:50,14:40,M  W     ,WILLMS,206,Nancy,Dwyer,3
ARTS,141,Sculpture,90905,C,STD,M,14,12,10:40,12:30, T  R    ,WILLMS,206,Kathleen,Schneider,3
ARTS,144,Digital Art,90906,A,STD,M,15,15,10:40,12:30,M  W     ,WATERM,113T,Katherine,Marmor,3
ARTS,144,Digital Art,90907,B,STD,M,15,17,12:50,14:40,M  W     ,WATERM,113T,Katherine,Marmor,3
ARTS,145,Graphic Design,90908,A,STD,M,15,15,10:40,12:30,M  W     ,WILLMS,305,Lynda,McIntyre,3
ARTS,191,Internship: Field Experience,90916,A,INTN,M,15,4,17:10,20:10,  W     ,KALKIN,325,William,McDowell,3
ARTS,195,Digital Imaging,93382,A,STD,M,14,12,16:05,17:55,M  W     ,WATERM,113T,Tarrah,Krajnak,3
ARTS,195,Digital Imaging,93383,B,STD,M,14,7,18:15,20:05,M  W     ,WATERM,113T,Tarrah,Krajnak,3
ARTS,197,Rdgs&Rsch: Tutorial in Studio,90917,A,TD,M,15,6,17:10,20:10,  W     ,KALKIN,325,William,McDowell,3
ARTS,221,Advanced Painting,90913,A,STD,M,15,17,13:00,17:15, T      ,WILLMS,213,Frank,Owen,3
ARTS,237,Advanced Photography,90914,A,STD,M,14,14,13:55,15:45,M  W     ,WILLMS,415,Thomas,Brennan,3
ARTS,241,Advanced Sculpture,90915,A,STD,M,14,13,13:00,14:50, T  R    ,WILLMS,206,Kathleen,Schneider,3
ARTS,281,Advanced Studies in Studio Art,90918,A,STD,M,15,9,17:10,20:10,  W     ,KALKIN,325,William,McDowell,3
ARTS,295,D1:Wrkg w/Cult Diverse Sources,93387,A,STD,M,22,21,12:50,14:40,M  W     ,WILLMS,402,Stephen,Carter,3
AS,095,Drawing as Way of Knowing,94605,Z1,LEC,C,15,7,16:00,20:00, T      ,ANGELL,B203,Michael,Strauss,3
ASCI,001,Introductory Animal Sciences,90059,A,LEC,M,100,99,11:30,12:45, T  R    ,LAFAYE,L108,David,Kerr,4
ASCI,001,Introductory Animal Sciences,90066,A01,LAB,M,20,20,12:50,15:50,M       ,HILLS,133,Frances,Kinghorn,0
ASCI,001,Introductory Animal Sciences,90070,A02,LAB,M,20,20,13:00,16:00, T      ,HILLS,133,Frances,Kinghorn,0
ASCI,001,Introductory Animal Sciences,90072,A03,LAB,M,20,20,12:50,15:50,  W     ,HILLS,133,Frances,Kinghorn,0
ASCI,001,Introductory Animal Sciences,90073,A04,LAB,M,20,20,13:00,16:00,   R    ,HILLS,133,Frances,Kinghorn,0
ASCI,001,Introductory Animal Sciences,90077,A05,LAB,M,20,19,12:50,15:50,    F   ,HILLS,133,Frances,Kinghorn,0
ASCI,043,Fundamentals of Nutrition,90079,A,LEC,M,31,31,16:00,17:15, T  R    ,ML SCI,235,Lyndon,Carew,3
ASCI,043,Fundamentals of Nutrition,90158,OL1,LEC,C,5,2,TBA,,       ,ONLINE,SEE NOTES,Deborah,Paradis,3
ASCI,043,Fundamentals of Nutrition,93311,OL2,LEC,C,5,1,TBA,,       ,ONLINE,SEE NOTES,Deborah,Paradis,3
ASCI,097,Introductory Special Topics,90081,A,LAB,M,10,0,TBA,,       ,,,Andre-Denis,Wright,0.5 to 1
ASCI,097,Horse Barn Coop,90159,B,LEC,M,18,12,16:05,16:55,M       ,MRC,EQ CTR,Jennifer,Wilkinson,0.5
ASCI,097,Intro Undergraduate Research,90160,C,LEC,M,10,0,TBA,,       ,,,Andre-Denis,Wright,0.5 to 1
ASCI,097,Basic Equitation-Bal Seat/Beg,90249,D,LEC,M,4,2,13:55,14:45,M       ,MRC,EQ CTR,Jennifer,Wilkinson,1
ASCI,097,Basic Equitation-Bal Seat/Beg,93407,E,LEC,M,4,1,13:55,14:45,  W     ,MRC,EQ CTR,Jennifer,Wilkinson,1
ASCI,115,Introduction to Equine Studies,90161,A,LEC,M,20,19,14:30,16:30, T      ,MRC,EQ CTR,Elizabeth,Greene,4
ASCI,117,Horse Health and Disease,93315,A,LEC,M,55,55,17:30,20:15, T      ,TERRIL,108,Steve,Levine,3
ASCI,121,Equus,90169,A,LEC,M,18,18,16:05,18:05,  W     ,MRC,EQ CTR,Jennifer,Wilkinson,4
ASCI,122,Animals in Soc/Animal Welfare,94378,A,LEC,M,54,46,08:30,09:45, T  R    ,AIKEN,116,Elizabeth,Greene,3
ASCI,125,Equine Instructing Techniques,93322,A,LEC,M,20,11,12:50,15:50,    F   ,MRC,EQ CTR,Josie,Davis,3
ASCI,135,CREAM,90171,A,LEC,M,16,16,18:30,20:30,M   R    ,MRC-CO,001,John,Barlow,4
ASCI,141,Anat&Physiol Domestic Animals,90181,A,LEC,M,75,66,11:30,12:45, T  R    ,TERRIL,108,Feng-Qi,Zhao,4
ASCI,141,Anat&Physiol Domestic Animals,90182,A01,LAB,M,15,15,13:00,15:45, T      ,HILLS,122,Frances,Kinghorn,0
ASCI,141,Anat&Physiol Domestic Animals,90183,A02,LAB,M,15,12,08:30,11:30,  W     ,HILLS,122,Frances,Kinghorn,0
ASCI,141,Anat&Physiol Domestic Animals,90184,A03,LAB,M,15,15,12:50,15:50,  W     ,HILLS,122,Frances,Kinghorn,0
ASCI,141,Anat&Physiol Domestic Animals,90185,A04,LAB,M,15,9,08:30,11:15,   R    ,HILLS,122,Frances,Kinghorn,0
ASCI,141,Anat&Physiol Domestic Animals,90186,A05,LAB,M,15,15,13:00,15:45,   R    ,HILLS,122,Frances,Kinghorn,0
ASCI,143,Forage and Pasture Mgmnt,93415,A,LCLB,M,30,7,12:50,15:50,  W     ,HILLS,017,Sidney,Bosworth,4
ASCI,154,Dog Training and Behavior,90190,Z1,LEC,C,20,21,18:15,21:15,  W     ,TERRIL,207,Jamie,Shaw,3
ASCI,155,FARMS Junior Planning Seminar,90187,A,SEM,M,10,6,11:30,12:45,   R    ,,,Josie,Davis,2
ASCI,156,FARMS Senior Planning Seminar,90188,A,SEM,M,10,6,13:00,14:15,   R    ,,,Josie,Davis,2
ASCI,171,Zoos  Exotics & Endang Species,90189,A,LEC,M,80,68,10:00,11:15, T  R    ,TERRIL,108,Patricia,Erickson,3
ASCI,191,Teaching Assistants,90193,A,LCLB,M,25,1,TBA,,       ,,,Andre-Denis,Wright,0.5 to 1
ASCI,191,Basic Equitation Bal Seat/Nov,90225,B,LEC,M,4,0,15:00,15:50,M       ,MRC,EQ CTR,Jennifer,Wilkinson,1
ASCI,191,Basic Equitation Bal Seat/Nov,93411,D,LEC,M,4,1,15:00,15:50,  W     ,MRC,EQ CTR,Jennifer,Wilkinson,1
ASCI,195,Field Experience,94356,A,FWRK,M,75,18,TBA,,       ,,,Frances,Kinghorn,0.5 to 1
ASCI,197,Undergraduate Research,90192,A,RSCH,M,50,1,TBA,,       ,,,Andre-Denis,Wright,0.5 to 1
ASCI,216,Endocrinology,90194,A,LEC,M,30,24,10:00,11:15, T  R    ,TERRIL,207,Zhongzong,Pan,3
ASCI,263,Clin Top:Companion Animal Med,90195,A,LEC,M,35,14,13:00,14:15, T  R    ,TERRIL,207,Patricia,Erickson,3
ASCI,264,Clin Topics:Livestock Medicine,90196,A,LEC,M,15,15,08:00,10:45,   R    ,MRC-CO,001,Ruth,Blauwiekel,3
ASCI,297,Advanced Special Topics,90197,A,LEC,M,50,3,TBA,,       ,,,Andre-Denis,Wright,0.5 to 1
ASCI,297,Teaching Assistants,90198,B,LEC,M,50,2,TBA,,       ,,,Andre-Denis,Wright,0.5 to 1
ASCI,297,Cream Advising,90199,C,LEC,M,20,3,TBA,,       ,,,John,Barlow,0.5 to 1
ASCI,297,Student Leadership,90200,D,LEC,M,6,0,TBA,,       ,,,Andre-Denis,Wright,0.5 to 1
ASCI,297,Advanced Undergrad Research,90201,E,LEC,M,20,3,TBA,,       ,,,Andre-Denis,Wright,0.5 to 1
ASCI,301,ASCI Graduate Journal Club,90209,A,SEM,M,30,11,10:40,11:30,  W     ,TERRIL,317,Andre-Denis,Wright,1
ASCI,303,Research Proposal Writing,90212,A,LEC,M,10,0,TBA,,       ,,,Andre-Denis,Wright,1
ASCI,391,Master's Thesis Research,90214,A,TD,M,50,2,TBA,,       ,,,Andre-Denis,Wright,1 to 10
ASTR,005,Exploring the Cosmos,91473,A,LEC,M,172,161,16:00,17:15, T  R    ,ANGELL,B106,John,Perry,3
ASTR,005,Exploring the Cosmos,94030,Z1,LEC,C,13,14,16:00,17:15, T  R    ,ANGELL,B106,John,Perry,3
ASTR,023,Astr Lab I:Measuring the Sky,91483,A,LAB,M,23,25,19:00,21:00, T      ,COOK,A410,Don,Manley,1
ASTR,023,Astr Lab I:Measuring the Sky,91492,B,LAB,M,24,20,19:00,21:00,   R    ,COOK,A410,Don,Manley,1
ASTR,023,Astr Lab I:Measuring the Sky,93587,C,LAB,M,23,21,19:20,21:20,M       ,COOK,A410,Jason,Pepe,1
ASTR,023,Astr Lab I:Measuring the Sky,93589,D,LAB,M,24,21,19:20,21:20,  W     ,COOK,A410,Jason,Pepe,1
ASTR,023,Astr Lab I:Measuring the Sky,94031,Z1,LAB,C,1,0,19:00,21:00, T      ,COOK,A410,Don,Manley,1
ASTR,023,Astr Lab I:Measuring the Sky,94032,Z2,LAB,C,0,0,19:00,21:00,   R    ,COOK,A410,Don,Manley,1
ASTR,023,Astr Lab I:Measuring the Sky,94033,Z3,LAB,C,1,1,19:20,21:20,M       ,COOK,A410,Jason,Pepe,1
ASTR,023,Astr Lab I:Measuring the Sky,94034,Z4,LAB,C,0,0,19:20,21:20,  W     ,COOK,A410,Jason,Pepe,1
ASTR,055,The Big Bang,91652,A,LEC,M,23,20,16:00,17:15, T  R    ,ROWELL,118,Don,Manley,3
ASTR,055,The Big Bang,94035,Z1,LEC,C,2,2,16:00,17:15, T  R    ,ROWELL,118,Don,Manley,3
ASTR,057,Hist/Pract Ancient Astronomy,91502,A,LEC,M,30,19,10:00,11:15, T  R    ,ANGELL,B104,Joanna,Rankin,3
AT,157,Care & Prevention Athletic Inj,92161,A,LEC,M,70,73,13:00,14:15, T  R    ,STAFFO,101,Kathryn,Vreeland,3
AT,158,Directed Obsv in Athletic Trng,92172,A,PRAC,M,30,24,13:00,15:00,  W     ,ROWELL,003A,Kathryn,Vreeland,2
AT,159,Practicum in Athletic Trng I,92182,A,PRAC,M,30,16,08:15,09:15, T  R    ,ROWELL,003A,Kathryn,Vreeland,2
AT,161,Practicum in Athletic Trng III,92189,A,PRAC,M,30,21,08:15,09:15, T  R    ,ROWELL,003B,Jessica,Moore,2
AT,184,Injury Eval & Recognition I,92185,A,LCLB,M,25,16,09:30,10:45,M  W     ,ROWELL,003A,Denise,Alosa,4
AT,190,Senior Clinical Experience I,92203,A,PRAC,M,20,13,11:45,13:15,M       ,ROWELL,309,Kelly,Tourville,6 to 12
AT,195,Special Topics in Athl Trng,93958,A,LEC,M,20,21,13:00,14:15, T  R    ,ROWELL,102,Alan,Maynard,3
BCOR,011,Exploring Biology,91018,A,LEC,M,45,46,09:35,10:25,M  W  F   ,ML SCI,105,Rona,Delay,4
BCOR,011,Exploring Biology,91095,B,LEC,M,45,45,10:40,11:30,M  W  F   ,ML SCI,105,Donald,Stratton,4
BCOR,011,Exploring Biology,93386,C,LEC,M,45,45,11:45,12:35,M  W  F   ,ML SCI,105,Carmen,Hernandez,4
BCOR,011,Exploring Biology,91101,D,LEC,M,126,125,12:50,13:40,M  W  F   ,ML SCI,235,Donald,Stratton,4
BCOR,011,Exploring Biology,91105,E,LEC,M,45,44,13:55,14:45,M  W  F   ,ML SCI,105,Laura,Bermingham,4
BCOR,011,Exploring Biology,94306,F,LEC,M,65,62,15:00,15:50,M  W  F   ,ROWELL,118,Laura,Bermingham,4
BCOR,011,Exploring Biology,94307,G,LEC,M,45,42,08:30,09:20,M  W  F   ,ML SCI,105,Carmen,Hernandez,4
BCOR,011,Exploring Biology,93243,L01,LAB,M,16,16,11:45,14:30,M       ,ML SCI,007A,Rona,Delay,0
BCOR,011,Exploring Biology,91116,L02,LAB,M,16,16,15:00,17:45,M       ,ML SCI,007A,Rona,Delay,0
BCOR,011,Exploring Biology,91118,L03,LAB,M,16,16,18:00,20:45,M       ,ML SCI,007A,Rona,Delay,0
BCOR,011,Exploring Biology,91119,L04,LAB,M,16,15,08:30,11:15, T      ,ML SCI,007A,Rona,Delay,0
