 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
AGBI,195,Special Topics,90001,A,B,M,10,1,TBA,,       ,HILLS,,Currier,1 to 3
AGBI,195,Student Teaching Lab,90003,B,L,M,6,0,TBA,,       ,HILLS,128,Staff,1 to 3
AGBI,198,Undergraduate Research,90005,A,B,M,12,0,TBA,,       ,HILLS,,Barrington,1 to 3
AGBI,201,General Biochemistry,90010,A,L,M,120,121,11:15,12:05,M  W  F   ,ROWELL,103,Weller,3  
AGBI,202,General Biochemistry Lab,90013,A,B,M,14,12,13:25,16:25,M       ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90039,B,B,M,14,14,08:00,10:45, T      ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90049,C,B,M,14,15,13:10,16:00, T      ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90066,D,B,M,14,10,13:25,16:25,  W     ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90070,E,B,M,14,14,08:00,10:45,   R    ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90083,F,B,M,14,15,13:10,16:00,   R    ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90087,G,B,M,14,17,08:00,11:00,    F   ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,92586,Z1,B,C,14,16,18:30,21:30,   R    ,HILLS,128,Currier,1  
AGBI,230,Advanced Biochemistry,90092,A,L,M,35,6,09:05,09:55,M  W  F   ,HILLS,234,Currier,3  
AGBI,231,Advanced Biochemistry Lab,90098,A,B,M,20,5,13:00,16:30,  W     ,HILLS,133,Currier,1  
AGBI,295,Special Topics,90107,A,B,M,10,0,TBA,,       ,HILLS,,Staff,1 to 12
AGBI,301,Special Problems,90112,A,B,M,5,0,TBA,,       ,HILLS,,Staff,1 to 3
AGBI,381,Biochemistry Seminar,90121,A,L,M,5,0,12:20,13:10,M       ,HILLS,100,Barrington,1  
AGBI,391,Master's Thesis Research,90125,A,T,M,5,0,TBA,,       ,HILLS,,Staff,1 to 18
AGBI,491,Doctoral Dissertation Research,90127,A,T,M,5,0,TBA,,       ,HILLS,,Staff,1 to 12
AGRI,085,Computer Applications,92161,A,L,M,90,86,12:30,13:45, T      ,LAFAYE,L108,Leonard,3
AGRI,085,Computer Applications,92163,A01,B,M,20,19,14:30,16:30,M       ,WATERM,113Q,Leonard,0
AGRI,085,Computer Applications,92164,A02,B,M,20,13,09:30,11:30, T      ,MORRIL,005,Leonard,0
AGRI,085,Computer Applications,92165,A03,B,M,20,15,14:00,16:00, T      ,WATERM,113Q,Leonard,0
AGRI,085,Computer Applications,92166,A04,B,M,20,14,09:05,11:00,  W     ,WATERM,113Q,Leonard,0
AGRI,085,Computer Applications,92167,A05,B,M,20,18,14:30,16:30,  W     ,MORRIL,005,Leonard,0
AGRI,085,Computer Applications,92168,A06,B,M,20,11,09:30,11:30,   R    ,WATERM,113Q,Leonard,0
AGRI,085,Computer Applications,92169,A07,B,M,20,11,14:00,16:00,   R    ,MORRIL,005,Leonard,0
AGRI,085,Computer Applications,92170,A08,B,M,20,4,09:05,11:00,    F   ,WATERM,113Q,Leonard,0
AGRI,085,Computer Applications,92171,A09,B,M,20,17,14:30,16:30,    F   ,MORRIL,005,Leonard,0
AGRI,085,Computer Applications,92162,B,L,M,90,36,12:30,13:45,   R    ,LAFAYE,L108,Leonard,3
AGRI,095,Race & Culture,90038,A,L,M,20,18,15:35,18:35,M       ,ALLEN,104,Burrell,1
AGRI,095,Race & Culture,90046,B,L,M,20,15,15:00,18:00,M       ,COOK,A531,Mapes,1
AGRI,095,Race & Culture,90053,C,L,M,20,15,15:30,18:15, T      ,ROWELL,115,Brown,1
AGRI,095,Race & Culture,90060,E,L,M,20,15,09:30,12:15, T      ,ALLEN,104,Leslie,1
AGRI,095,Race & Culture,90062,F,L,M,20,16,15:35,18:35,  W     ,ALLEN,104,Lang,1
AGRI,095,Race & Culture,90067,G,L,M,20,6,15:35,18:35,  W     ,L/L CM,216,Johnson, I,1
AGRI,095,Race & Culture,90072,H,L,M,20,14,15:30,18:15,   R    ,ALLEN,104,Brown-Beck,1
AGRI,095,Race & Culture,90075,I,L,M,20,11,09:30,12:15,   R    ,ALLEN,104,Smith,1
AGRI,095,Race & Culture,90077,J,L,M,20,8,15:30,18:15,   R    ,L/L-A,A102,Diouf,1
AGRI,095,Race & Culture,90095,K,L,M,20,14,15:35,18:35,M       ,ALLEN,104,Burrell,1
AGRI,095,Race & Culture,90101,L,L,M,20,8,15:00,18:00,M       ,COOK,A531,Fitzpatric,1
AGRI,095,Race & Culture,90106,M,L,M,20,14,15:30,18:15, T      ,ROWELL,115,Brown,1
AGRI,095,Race & Culture,90109,N,L,M,20,16,17:30,20:30, T      ,COOK,A531,Murphy,1
AGRI,095,Race & Culture,90119,P,L,M,20,16,15:35,18:35,  W     ,ALLEN,104,Lang,1
AGRI,095,Race & Culture,90120,Q,L,M,20,1,15:35,18:35,  W     ,L/L CM,216,Johnson, I,1
AGRI,095,Race & Culture,90124,R,L,M,20,3,15:30,18:15,   R    ,ALLEN,104,Brown-Beck,1
AGRI,095,Race & Culture,90126,S,L,M,20,6,09:30,12:15,   R    ,ALLEN,104,Leslie,1
AGRI,095,Race & Culture,90128,T,L,M,20,6,15:30,18:15,   R    ,L/L-A,A102,Sheperdson,1
AGRI,099,Beginnings,90130,A,L,M,999,90,15:35,17:30,M       ,ROWELL,103,Patterson ,2  
AGRI,099,Beginnings,90228,B,L,M,999,79,15:30,17:30, T      ,ROWELL,103,Patterson ,2  
AGRI,125,Teaching Assistant Development,90233,A,L,M,999,18,17:30,19:00,   R    ,LAFAYE,L100,Patterson ,3  
AGRI,183,Communication Methods,92172,A,L,M,90,82,17:00,20:00,  W     ,LAFAYE,L108,Lauber,0 or 3
AGRI,195,Special Topics,92173,A,L,M,999,7,TBA,,       ,,,Foss,1 to 12
AH,095,Race and Culture,90065,A,L,M,5,4,15:35,18:35,M       ,ALLEN,104,Burrell,1
AH,095,Race and Culture,90073,B,L,M,5,4,15:00,18:00,M       ,COOK,A531,Fitzpatric,1
AH,095,Race and Culture,90080,C,L,M,5,5,15:30,18:15, T      ,ROWELL,115,Brown,1
AH,095,Race and Culture,90089,E,L,M,5,0,09:30,12:15, T      ,ALLEN,104,Leslie,1
AH,095,Race and Culture,90093,F,L,M,5,1,15:35,18:35,  W     ,ALLEN,104,Lang,1
AH,095,Race and Culture,90099,G,L,M,5,0,15:35,18:35,  W     ,L/L CM,216,Johnson, I,1
AH,095,Race and Culture,90102,H,L,M,5,3,15:30,18:15,   R    ,ALLEN,104,Brown-Beck,1
AH,095,Race and Culture,90111,I,L,M,5,4,09:30,12:15,   R    ,ALLEN,104,Leslie,1
AH,095,Race and Culture,90114,J,L,M,5,3,15:30,18:15,   R    ,L/L-A,A102,Diouf,1
AH,095,Race and Culture,90250,K,L,M,5,2,15:35,18:35,M       ,ALLEN,104,Burrell,1
AH,095,Race and Culture,90252,L,L,M,5,5,15:00,18:00,M       ,COOK,A531,Fitzpatric,1
AH,095,Race and Culture,90257,M,L,M,5,3,15:30,18:15, T      ,ROWELL,115,Brown,1
AH,095,Race and Culture,90261,N,L,M,5,2,17:30,20:30, T      ,COOK,A531,Murphy,1
