 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
AGBI,198,Undergraduate Research,10250,A,B,M,999,0,TBA,,       ,,,Barrington,1 to 3
AGBI,220,Molecular Biology,10251,A,L,M,36,8,11:15,12:05,M  W  F   ,HILLS,234,Weller,3  
AGBI,221,Molecular Biology Lab,10252,A,B,M,999,7,13:10,16:00, T      ,HILLS,128,Weller,1  
AGBI,250,Plant Biochemistry,10253,A,L,M,999,9,08:00,08:50, T  R    ,ROWELL,244,Currier,2  
AGBI,295,Special Topics,10254,A,B,M,10,0,TBA,,       ,HILLS,,Currier,1 to 12
AGBI,301,Special Problems,10255,A,B,M,5,0,TBA,,       ,HILLS,,Currier,1 to 3
AGBI,381,Biochemistry Seminar,10256,A,L,M,5,0,12:20,13:10,M       ,HILLS,100,Barrington,1  
AGBI,391,Master's Thesis Research,10257,A,T,M,5,0,TBA,,       ,HILLS,,Currier,1 to 18
AGBI,491,Doctoral Dissertation Research,10258,A,T,M,5,0,TBA,,       ,HILLS,,Currier,1 to 12
AGRI,095,Introductory Special Topics,10270,A,L,M,20,17,15:35,18:35,M       ,L/L-A,A102,Staff,1 to 3
AGRI,095,Introductory Special Topics,10271,B,L,M,20,16,15:35,18:35,M       ,DEWEY,212,Staff,1 to 3
AGRI,095,Introductory Special Topics,10272,C,L,M,20,17,17:45,20:30,M       ,ALLEN,104,Murphy,1 to 3
AGRI,095,Introductory Special Topics,10273,D,L,M,20,12,07:45,10:45, T      ,ALLEN,104,Wadley-Bai,1 to 3
AGRI,095,Introductory Special Topics,10274,E,L,M,20,18,15:30,18:15, T      ,ROWELL,239,Brown,1 to 3
AGRI,095,Introductory Special Topics,10275,F,L,M,20,18,15:35,18:35,  W     ,ALLEN,104,Wadley-Bai,1 to 3
AGRI,095,Introductory Special Topics,10276,G,L,M,20,16,15:35,18:35,  W     ,ROWELL,242,Lang,1 to 3
AGRI,095,Introductory Special Topics,10277,H,L,M,20,9,09:05,12:05,    F   ,ALLEN,104,Smith,1 to 3
AGRI,196,Special Topics,10259,A,L,M,999,8,TBA,,       ,,,Foss,0 to 12
AH,095,Race & Culture,10278,A,L,M,5,6,15:35,18:35,M       ,L/L-A,A102,Staff,1
AH,095,Race & Culture,10279,B,L,M,5,5,15:35,18:35,M       ,DEWEY,212,Staff,1
AH,095,Race & Culture,10280,C,L,M,5,3,17:45,20:30,M       ,ALLEN,104,Murphy,1
