 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
ANNB,301,Medical Gross Anatomy,60225,Z1,L,C,30,19,09:00,16:00,M T W R F   ,GIVN E,E401,Szilva,8
ANNB,302,Human Neuroanatomy,60226,Z1,L,C,999,22,13:00,17:00,M T W R F   ,GIVN E,E401,Wells,4
ANTH,021,Human Cultures,60001,Z1,L,C,50,11,09:00,12:00,M T W R    ,WILLMS,403,McRae,3  
ANTH,128,Linguistic Anthropology,60229,Z1,L,C,25,5,18:00,21:30,M   R    ,WILLMS,511,Haugh,3  
ANTH,195,Intro to Visual Anthropology,60334,Z1,L,C,12,5,10:00,15:00,M T W R F   ,WILLMS,511,Broce,4
ANTH,196,Applied Archaeology,60090,Z1,L,C,15,10,08:00,12:00,M T W R F   ,WILLMS,511,Thomas,3
ANTH,200,Field Work in Archaeology,60264,Z1,L,C,15,19,08:00,17:00,M T W R F   ,WILLMS,511,Petersen,6
ANTH,295,Intro to Visual Anthropology,60335,Z1,L,C,12,2,10:00,15:00,M T W R F   ,WILLMS,511,Broce,4
ANTH,295,Coming of Canadian Immigrants,60309,Z2,L,C,15,3,09:30,16:30,M T W R F S U ,,,Senecal,3
ANTH,296,Applied Archaeology,60623,A,L,C,1,1,TBA,,       ,,,Thomas,3
ART,001,Drawing,60247,Z1,O,C,26,21,16:30,19:00,M T W R F   ,WILLMS,416,Owre,3  
ART,003,Three-Dimensional Studies,60171,Z1,O,C,15,12,09:00,12:25,M  W     ,WILLMS,112,Fry,3  
ART,004,Intro to Film/Video Production,60311,Z1,O,C,14,14,09:00,11:30,M T W R    ,WILLMS,403,Ungerer,3  
ART,095,Pastel with Mixed Media,60002,Z1,O,C,15,9,12:15,15:15, T  R    ,WILLMS,416,Dye,3
ART,095,Introduction to Ceramics,60445,Z2,A,C,15,15,09:00,11:00,M T W R    ,WILLMS,106,Carter,3
ART,095,Introduction to Photography,60472,Z3,B,C,12,14,09:00,11:00,M T W R    ,L/L CM,218,Miller,3
ART,113,Clay: Hand Building,60170,Z1,O,C,20,9,09:00,12:15, T  R    ,WILLMS,106,Carter,3  
ART,116,Drawing From the Figure,60041,Z1,O,C,12,11,14:00,17:15, T W R    ,RT THR,210,Thaler,3  
ART,116,Drawing From the Figure,60489,Z2,O,C,12,2,18:30,21:30, T W R    ,RT THR,210,Thaler,3  
ART,132,Printmaking: Silkscreen,60103,Z1,O,C,15,11,09:00,12:00,M T W R F   ,WILLMS,309,Davison,3  
ART,137,Photography,60112,Z1,O,C,0,17,09:30,12:00,M T W R F   ,WILLMS,506,Higgins,3  
ART,141,Sculpture,60638,WD,O,C,999,0,09:30,12:00,       ,,,,3  
ART,141,Sculpture,60043,Z1,O,C,15,12,09:00,12:15, T  R    ,WILLMS,112,Fry,3  
ART,145,Graphic Design,60212,Z1,O,C,15,7,08:00,12:00,M T W R F   ,WILLMS,305,Meyer,3  
ART,195,Outdoor Landscape Painting,60647,WD,O,C,999,0,08:00,12:00,       ,,,,3
