 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
AGBI,010,Introductory Biochemistry,10001,A,L,M,25,20,10:10,11:00,M  W  F   ,ROWELL,244,Weller,3  
AGBI,195,Special Topics,10003,A,B,M,10,0,TBA,,       ,,,Staff,1 to 3
AGBI,195,Student Tchg Lab Biochemistry,10004,B,L,M,5,1,TBA,,       ,HILLS,128,Currier,1 to 3
AGBI,198,Undergraduate Research,10005,A,B,M,999,1,TBA,,       ,,,Barrington,1 to 3
AGBI,202,General Biochemistry Lab,10006,A,B,M,12,10,13:25,16:25,M       ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,10007,B,B,M,12,7,08:00,10:45, T      ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,10008,C,B,M,12,7,13:25,16:25,  W     ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,10009,D,B,M,12,0,08:00,10:45,   R    ,HILLS,128,Currier,1  
AGBI,230,Advanced Biochemistry,10024,A,L,M,25,10,09:05,09:55,M  W  F   ,HILLS,234,Currier,3  
AGBI,231,Advanced Biochemistry Lab,10025,A,B,M,20,6,12:30,16:45, T      ,HILLS,122,Currier,1  
AGBI,250,Plant Biochemistry,10026,A,L,M,20,6,08:00,09:15, T  R    ,AIKEN,119,Currier,2  
AGBI,301,Special Problems,12497,A,B,M,5,0,TBA,,       ,,,Barrington,1 to 3
AGBI,391,Master's Thesis Research,12645,A,T,M,999,0,TBA,,       ,,,Staff,1 to 18
AGBI,491,Doctoral Dissertation Research,12498,A,T,M,5,1,TBA,,       ,,,Barrington,1 to 12
AGRI,095,Introductory Special Topics,11335,A,L,M,20,19,15:15,18:15,M       ,KALKIN,001,Aleong,1 to 3
AGRI,095,Introductory Special Topics,11334,B,L,M,20,24,16:40,19:40,M       ,PERKIN,107,Burrell,1 to 3
AGRI,095,Introductory Special Topics,11340,D,L,M,20,8,07:45,10:45, T      ,BLUNDE,,Wadley-Bai,1 to 3
AGRI,095,Introductory Special Topics,11342,E,L,M,20,19,15:00,18:00, T      ,ROWELL,110,Allen,1 to 3
AGRI,095,Introductory Special Topics,11343,F,L,M,20,18,16:40,19:40,  W     ,TORREY,201,Smith,1 to 3
AGRI,095,Introductory Special Topics,11345,G,L,M,20,23,17:00,20:00,  W     ,WATERM,458,Lawrence,1 to 3
AGRI,095,Introductory Special Topics,11347,H,L,M,20,19,16:00,19:00,   R    ,L/L-A,A101,Diouf,1 to 3
AGRI,095,Introductory Special Topics,11349,I,L,M,20,18,17:00,20:00,   R    ,LAFAYE,L207,Sandoval,1 to 3
AGRI,095,Introductory Special Topics,11352,J,L,M,20,20,17:30,20:30,   R    ,DEWEY,212,Solomon,1 to 3
AGRI,196,Internship,10030,A,I,M,999,1,TBA,,       ,,,Foss,0 to 12
AH,095,Race & Culture,11355,A,L,M,10,10,15:15,18:15,M       ,KALKIN,001,Aleong,1
AH,095,Race & Culture,11357,B,L,M,10,7,16:40,19:40,M       ,PERKIN,107,Burrell,1
AH,095,Race & Culture,11362,D,L,M,10,3,07:45,10:45, T      ,BLUNDE,,Wadley-Bai,1
AH,095,Race & Culture,11365,E,L,M,10,8,15:00,18:00, T      ,ROWELL,110,Allen,1
AH,095,Race & Culture,11367,F,L,M,10,7,16:40,19:40,  W     ,TORREY,201,Smith,1
AH,095,Race & Culture,11369,G,L,M,10,9,17:00,20:00,  W     ,WATERM,458,Lawrence,1
AH,095,Race & Culture,11372,H,L,M,10,9,16:00,19:00,   R    ,L/L-A,A101,Diouf,1
AH,095,Race & Culture,11374,I,L,M,10,6,17:00,20:00,   R    ,LAFAYE,L207,Sandoval,1
AH,095,Race & Culture,11375,J,L,M,10,8,17:30,20:30,   R    ,DEWEY,212,Solomon,1
ALAN,055,Racism and American Culture,10480,A,L,M,25,27,11:15,12:05,M  W  F   ,OMANEX,A202,Coleman,3  
ALAN,055,Racism and American Culture,10481,B,L,M,25,27,13:25,14:15,M  W  F   ,LAFAYE,L403,Coleman,3  
