 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
AGBI,195,Special Topics,90008,A,B,M,10,1,TBA,,       ,,,Barrington,1 to 3
AGBI,195,Student Teaching Lab,90029,B,L,M,6,0,TBA,,       ,HILLS,128,Barrington,1 to 3
AGBI,198,Undergraduate Research,90035,A,B,M,12,0,TBA,,       ,,,Barrington,1 to 3
AGBI,201,General Biochemistry,90036,A,L,M,125,119,11:15,12:05,M  W  F   ,ROWELL,103,Weller,3  
AGBI,202,General Biochemistry Lab,90038,A1,B,M,14,13,13:25,16:25,M       ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90039,B1,B,M,14,13,08:00,10:45, T      ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90050,C1,B,M,14,9,13:10,16:00, T      ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90051,D1,B,M,14,14,13:25,16:25,  W     ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90052,E1,B,M,14,14,08:00,10:45,   R    ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90054,F1,B,M,14,14,13:10,16:00,   R    ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90055,G1,B,M,14,11,08:00,11:00,    F   ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,90056,H1,B,M,14,7,13:25,16:25,    F   ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,92187,Z1,L,C,14,12,18:30,21:30,   R    ,HILLS,128,Currier,1  
AGBI,230,Advanced Biochemistry,90058,A,L,M,999,10,09:05,09:55,M  W  F   ,CARRIG,011,Currier,3  
AGBI,231,Advanced Biochemistry Lab,90062,A,B,M,999,10,12:30,16:45, T      ,HILLS,133,Currier,1  
AGBI,295,Special Topics,90065,A,B,M,10,0,TBA,,       ,,,Barrington,1 to 12
AGBI,301,Special Problems,90068,A,B,M,5,0,TBA,,       ,,,Barrington,1 to 3
AGBI,381,Biochemistry Seminar,90070,A,L,M,5,0,12:20,13:10,M       ,HILLS,100,Barrington,1  
AGBI,391,Master's Thesis Research,90071,A,T,M,5,0,TBA,,       ,,,Barrington,1 to 18
AGBI,491,Doctoral Dissertation Research,90075,A,T,M,5,0,TBA,,       ,,,Barrington,1 to 12
AGRI,095,Introductory Special Topics,91717,A,L,M,20,19,15:35,18:35,M       ,ROWELL,244,Williams,1 to 3
AGRI,095,Introductory Special Topics,91721,B,L,M,20,19,15:35,18:35,M       ,LAFAYE,L302,Burrell,1 to 3
AGRI,095,Introductory Special Topics,91724,C,L,M,20,20,07:45,10:45, T      ,ALLEN,104,Wadley-Bai,1 to 3
