 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
AGBI,198,Undergraduate Research,11418,A,B,M,5,0,TBA,,       ,,,Vogelmann,1 to 3
AGBI,202,General Biochemistry Lab,11424,A,B,M,14,5,13:10,16:00, T      ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,11427,B,B,M,14,4,13:25,16:25,M       ,HILLS,128,Currier,1  
AGBI,202,General Biochemistry Lab,11433,C,B,M,14,0,08:00,10:45,   R    ,HILLS,128,Currier,1  
AGBI,230,Advanced Biochemistry,11439,A,L,M,15,1,09:05,09:55,M  W  F   ,ROWELL,115,Currier,3  
AGBI,231,Advanced Biochemistry Lab,11443,A,B,M,15,1,13:25,17:00,  W     ,HILLS,128,Currier,1  
AGBI,295,Special Topics,11447,A,B,M,10,0,TBA,,       ,,,Vogelmann,1 to 12
AGRI,085,Computer Applications,10682,A,L,M,40,37,12:30,13:45,   R    ,HILLS,234,Leonard,3
AGRI,085,Computer Applications,10690,A01,B,M,20,20,14:00,16:00, T      ,MORRIL,005,Leonard,0
AGRI,085,Computer Applications,10693,A02,B,M,20,17,09:05,11:00,    F   ,MORRIL,005,Leonard,0
AGRI,125,Teaching Assistant Development,10696,A,L,M,25,16,17:00,18:30,   R    ,ML SCI,107,Leonard,3  
AGRI,183,Communication Methods,10700,A,L,M,90,86,17:00,20:00,  W     ,LAFAYE,L207,Patterson ,0 or 3
AGRI,196,New Beginnings,10709,A,L,M,90,94,13:25,14:15,M       ,LAFAYE,L207,Leonard,3
AGRI,196,New Beginnings,10736,A01,B,M,20,21,14:30,16:25,M       ,MORRIL,010,Patterson ,0
AGRI,196,New Beginnings,10738,A02,B,M,20,5,09:30,11:30, T      ,WATERM,419,Leonard,0
AGRI,196,New Beginnings,10739,A03,B,M,20,20,14:00,16:00, T      ,CARRIG,011,Leonard,0
AGRI,196,New Beginnings,10741,A04,B,M,20,18,09:05,11:00,  W     ,LAFAYE,L207,Leonard,0
AGRI,196,New Beginnings,10742,A05,B,M,20,20,14:30,16:30,  W     ,LAFAYE,L207,Leonard,0
AGRI,196,New Beginnings,10745,A06,B,M,20,19,09:30,11:30,   R    ,WATERM,419,Leonard,0
AGRI,196,New Beginnings,10747,A07,B,M,20,20,14:00,16:00,   R    ,AIKEN,116,Leonard,0
AGRI,196,New Beginnings,10749,A08,B,M,20,7,09:05,11:00,    F   ,TERRIL,319,Leonard,0
